  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.900 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.600   0.9452   0.00706   0.00226  -0.1947   0.6393   0.6082
   0.800   0.9663   0.00711   0.00232  -0.1945   0.6332   0.6368
   1.000   0.9881   0.00711   0.00238  -0.1944   0.6267   0.6656
   1.200   1.0090   0.00716   0.00244  -0.1941   0.6199   0.6942
   1.400   1.0302   0.00718   0.00251  -0.1939   0.6135   0.7235
   1.600   1.0508   0.00722   0.00259  -0.1936   0.6064   0.7543
   1.800   1.0709   0.00726   0.00268  -0.1931   0.5996   0.7875
   2.000   1.0907   0.00728   0.00276  -0.1926   0.5922   0.8247
   2.200   1.1078   0.00731   0.00285  -0.1914   0.5851   0.8708
   2.400   1.1209   0.00717   0.00285  -0.1893   0.5781   1.0000
   2.800   1.1622   0.00742   0.00300  -0.1888   0.5627   1.0000
   3.200   1.2026   0.00768   0.00318  -0.1881   0.5467   1.0000
   3.600   1.2421   0.00797   0.00338  -0.1872   0.5302   1.0000
   3.800   1.2608   0.00815   0.00350  -0.1866   0.5218   1.0000
   4.000   1.2806   0.00828   0.00361  -0.1862   0.5130   1.0000
   4.200   1.2991   0.00846   0.00375  -0.1855   0.5046   1.0000
   4.400   1.3181   0.00862   0.00387  -0.1850   0.4956   1.0000
   4.600   1.3363   0.00880   0.00401  -0.1843   0.4870   1.0000
   4.800   1.3542   0.00898   0.00415  -0.1835   0.4781   1.0000
   5.000   1.3715   0.00916   0.00430  -0.1826   0.4696   1.0000
   5.200   1.3878   0.00936   0.00447  -0.1815   0.4606   1.0000
   5.400   1.4049   0.00954   0.00462  -0.1806   0.4520   1.0000
   5.800   1.4374   0.00996   0.00498  -0.1785   0.4347   1.0000
   6.000   1.4525   0.01022   0.00519  -0.1772   0.4262   1.0000
   6.200   1.4694   0.01041   0.00538  -0.1763   0.4176   1.0000
   6.400   1.4842   0.01068   0.00560  -0.1751   0.4092   1.0000
   6.600   1.5002   0.01091   0.00581  -0.1740   0.4007   1.0000
   6.800   1.5151   0.01118   0.00606  -0.1728   0.3922   1.0000
   7.000   1.5305   0.01144   0.00630  -0.1716   0.3838   1.0000
   7.200   1.5451   0.01172   0.00656  -0.1704   0.3754   1.0000
   7.400   1.5593   0.01203   0.00684  -0.1691   0.3668   1.0000
   7.600   1.5742   0.01232   0.00711  -0.1679   0.3591   1.0000
   7.800   1.5875   0.01267   0.00743  -0.1665   0.3503   1.0000
   8.000   1.6019   0.01297   0.00773  -0.1653   0.3423   1.0000
   8.200   1.6144   0.01337   0.00809  -0.1638   0.3337   1.0000
   8.400   1.6287   0.01369   0.00842  -0.1626   0.3258   1.0000
   8.800   1.6542   0.01449   0.00918  -0.1597   0.3093   1.0000
   9.000   1.6652   0.01499   0.00964  -0.1581   0.3009   1.0000
   9.200   1.6782   0.01539   0.01005  -0.1568   0.2928   1.0000
   9.400   1.6891   0.01591   0.01054  -0.1552   0.2846   1.0000
   9.600   1.7010   0.01638   0.01101  -0.1538   0.2766   1.0000
   9.800   1.7116   0.01695   0.01156  -0.1522   0.2680   1.0000
  10.000   1.7215   0.01755   0.01214  -0.1506   0.2590   1.0000
  10.200   1.7323   0.01813   0.01270  -0.1491   0.2508   1.0000
  10.400   1.7406   0.01885   0.01340  -0.1474   0.2420   1.0000
  10.600   1.7513   0.01946   0.01401  -0.1460   0.2337   1.0000
  10.800   1.7593   0.02024   0.01477  -0.1442   0.2257   1.0000
  11.000   1.7687   0.02096   0.01548  -0.1428   0.2169   1.0000
  11.200   1.7763   0.02180   0.01630  -0.1411   0.2084   1.0000
  11.400   1.7833   0.02271   0.01719  -0.1394   0.1995   1.0000
  11.600   1.7914   0.02356   0.01804  -0.1379   0.1917   1.0000
  11.800   1.7970   0.02462   0.01906  -0.1362   0.1828   1.0000
  12.000   1.8042   0.02557   0.02002  -0.1347   0.1749   1.0000
  12.200   1.8099   0.02667   0.02110  -0.1331   0.1670   1.0000
  12.400   1.8147   0.02786   0.02227  -0.1315   0.1585   1.0000
  12.600   1.8205   0.02901   0.02342  -0.1301   0.1507   1.0000
  12.800   1.8238   0.03038   0.02477  -0.1284   0.1428   1.0000
  13.000   1.8295   0.03159   0.02599  -0.1271   0.1359   1.0000
  13.200   1.8326   0.03305   0.02743  -0.1256   0.1289   1.0000
  13.400   1.8381   0.03435   0.02875  -0.1244   0.1230   1.0000
  13.600   1.8403   0.03597   0.03035  -0.1230   0.1162   1.0000
  13.800   1.8450   0.03740   0.03179  -0.1219   0.1104   1.0000
  14.000   1.8459   0.03921   0.03359  -0.1205   0.1036   1.0000
  14.200   1.8492   0.04084   0.03523  -0.1194   0.0975   1.0000
  14.400   1.8499   0.04277   0.03716  -0.1183   0.0918   1.0000
  14.600   1.8522   0.04458   0.03899  -0.1173   0.0861   1.0000
  14.800   1.8521   0.04669   0.04109  -0.1162   0.0802   1.0000
  15.000   1.8538   0.04865   0.04308  -0.1154   0.0757   1.0000
  15.200   1.8525   0.05098   0.04540  -0.1145   0.0704   1.0000
  15.400   1.8536   0.05309   0.04755  -0.1137   0.0658   1.0000
  15.600   1.8511   0.05569   0.05014  -0.1130   0.0611   1.0000
  15.800   1.8514   0.05801   0.05249  -0.1124   0.0567   1.0000
  16.000   1.8485   0.06075   0.05524  -0.1119   0.0526   1.0000
  16.200   1.8482   0.06322   0.05776  -0.1115   0.0493   1.0000
  16.400   1.8451   0.06611   0.06067  -0.1112   0.0458   1.0000
  16.600   1.8436   0.06884   0.06344  -0.1109   0.0428   1.0000
  16.800   1.8413   0.07174   0.06639  -0.1108   0.0399   1.0000
  17.000   1.8366   0.07502   0.06969  -0.1107   0.0371   1.0000
  17.200   1.8356   0.07783   0.07256  -0.1108   0.0349   1.0000
  17.400   1.8318   0.08107   0.07585  -0.1109   0.0326   1.0000
  17.600   1.8269   0.08453   0.07936  -0.1112   0.0306   1.0000
  17.800   1.8245   0.08769   0.08257  -0.1115   0.0288   1.0000
  18.000   1.8199   0.09119   0.08613  -0.1119   0.0269   1.0000
  18.200   1.8144   0.09488   0.08987  -0.1125   0.0252   1.0000
  18.400   1.8105   0.09835   0.09341  -0.1131   0.0238   1.0000
  18.600   1.8051   0.10209   0.09722  -0.1139   0.0222   1.0000
  18.800   1.7991   0.10597   0.10115  -0.1148   0.0208   1.0000
  19.000   1.7948   0.10960   0.10485  -0.1157   0.0197   1.0000
  19.200   1.7887   0.11355   0.10887  -0.1168   0.0184   1.0000
  19.600   1.7780   0.12125   0.11670  -0.1191   0.0163   1.0000
  19.800   1.7722   0.12520   0.12072  -0.1205   0.0153   1.0000
  20.000   1.7653   0.12934   0.12492  -0.1220   0.0143   1.0000
  20.200   1.7603   0.13317   0.12882  -0.1235   0.0136   1.0000
  20.400   1.7553   0.13704   0.13276  -0.1251   0.0127   1.0000
  20.600   1.7495   0.14106   0.13684  -0.1268   0.0119   1.0000
  20.800   1.7428   0.14522   0.14106  -0.1287   0.0112   1.0000
  21.000   1.7381   0.14905   0.14496  -0.1305   0.0105   1.0000
  21.200   1.7333   0.15289   0.14887  -0.1324   0.0099   1.0000
  21.400   1.7274   0.15692   0.15296  -0.1345   0.0093   1.0000
  21.800   1.7166   0.16487   0.16104  -0.1388   0.0082   1.0000
  22.000   1.7113   0.16882   0.16507  -0.1410   0.0077   1.0000
  22.200   1.7055   0.17293   0.16924  -0.1434   0.0072   1.0000
  22.400   1.6993   0.17708   0.17345  -0.1459   0.0069   1.0000
  22.600   1.6947   0.18098   0.17742  -0.1483   0.0064   1.0000
  22.800   1.6905   0.18476   0.18127  -0.1507   0.0059   1.0000
  23.000   1.6850   0.18882   0.18539  -0.1534   0.0057   1.0000
  23.200   1.6788   0.19305   0.18969  -0.1562   0.0054   1.0000
  23.400   1.6730   0.19721   0.19391  -0.1590   0.0050   1.0000
  23.600   1.6688   0.20106   0.19784  -0.1617   0.0047   1.0000
  23.800   1.6643   0.20495   0.20178  -0.1645   0.0043   1.0000
  24.000   1.6579   0.20926   0.20616  -0.1676   0.0041   1.0000
  24.200   1.6519   0.21350   0.21045  -0.1707   0.0039   1.0000
  24.400   1.6463   0.21769   0.21471  -0.1738   0.0036   1.0000
  24.600   1.6413   0.22176   0.21886  -0.1768   0.0034   1.0000
  24.800   1.6376   0.22554   0.22270  -0.1797   0.0032   1.0000
  25.000   1.6310   0.23002   0.22724  -0.1832   0.0030   1.0000
  25.200   1.6261   0.23415   0.23143  -0.1864   0.0029   1.0000
  25.400   1.6188   0.23888   0.23622  -0.1900   0.0027   1.0000
  25.600   1.6133   0.24321   0.24061  -0.1935   0.0026   1.0000
  25.800   1.6091   0.24725   0.24472  -0.1967   0.0024   1.0000
  26.000   1.6056   0.25112   0.24865  -0.1998   0.0022   1.0000
  26.200   1.6001   0.25552   0.25311  -0.2033   0.0021   1.0000
  26.400   1.5948   0.25997   0.25761  -0.2069   0.0019   1.0000
  26.600   1.5893   0.26446   0.26216  -0.2105   0.0019   1.0000
  26.800   1.5855   0.26849   0.26624  -0.2138   0.0018   1.0000
  27.000   1.5778   0.27377   0.27157  -0.2180   0.0017   1.0000
  27.200   1.5759   0.27735   0.27522  -0.2210   0.0016   1.0000
  27.400   1.5727   0.28130   0.27923  -0.2243   0.0015   1.0000
  27.600   1.5702   0.28506   0.28303  -0.2274   0.0014   1.0000
  27.800   1.5658   0.28952   0.28755  -0.2311   0.0013   1.0000
  28.000   1.5647   0.29286   0.29092  -0.2339   0.0013   1.0000
  28.200   1.5611   0.29712   0.29523  -0.2374   0.0012   1.0000
  28.400   1.5593   0.30077   0.29893  -0.2405   0.0012   1.0000
  28.600   1.5561   0.30489   0.30307  -0.2439   0.0011   1.0000
  28.800   1.5547   0.30850   0.30671  -0.2470   0.0010   1.0000
  29.000   1.5527   0.31226   0.31051  -0.2501   0.0010   1.0000
  29.200   1.5531   0.31514   0.31343  -0.2527   0.0009   1.0000
  29.400   1.5526   0.31845   0.31678  -0.2555   0.0009   1.0000
  29.600   1.5516   0.32190   0.32027  -0.2585   0.0008   1.0000
  29.800   1.5515   0.32501   0.32342  -0.2612   0.0008   1.0000
  30.000   1.5521   0.32778   0.32621  -0.2637   0.0008   1.0000
