  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.900 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -0.400   0.8442   0.00607   0.00140  -0.1964   0.6198   0.3391
  -0.200   0.8667   0.00605   0.00143  -0.1965   0.6140   0.3713
   0.000   0.8889   0.00606   0.00147  -0.1965   0.6070   0.4010
   0.200   0.9108   0.00607   0.00152  -0.1965   0.6002   0.4307
   0.400   0.9332   0.00608   0.00156  -0.1965   0.5937   0.4591
   0.600   0.9545   0.00613   0.00161  -0.1964   0.5860   0.4858
   0.800   0.9769   0.00613   0.00166  -0.1965   0.5795   0.5129
   1.000   0.9981   0.00620   0.00172  -0.1963   0.5714   0.5394
   1.200   1.0202   0.00622   0.00178  -0.1963   0.5649   0.5656
   1.400   1.0414   0.00629   0.00185  -0.1962   0.5566   0.5900
   1.600   1.0631   0.00632   0.00192  -0.1961   0.5493   0.6170
   1.800   1.0842   0.00640   0.00200  -0.1959   0.5411   0.6416
   2.000   1.1056   0.00645   0.00208  -0.1958   0.5335   0.6661
   2.200   1.1264   0.00653   0.00217  -0.1956   0.5249   0.6926
   2.400   1.1476   0.00659   0.00226  -0.1954   0.5172   0.7192
   2.600   1.1680   0.00669   0.00236  -0.1951   0.5081   0.7463
   2.800   1.1889   0.00674   0.00245  -0.1949   0.5003   0.7777
   3.000   1.2085   0.00684   0.00257  -0.1944   0.4907   0.8126
   3.400   1.2427   0.00688   0.00279  -0.1922   0.4743   0.9301
   3.600   1.2612   0.00691   0.00285  -0.1915   0.4661   1.0000
   3.800   1.2809   0.00707   0.00295  -0.1911   0.4572   1.0000
   4.000   1.3009   0.00721   0.00305  -0.1907   0.4483   1.0000
   4.200   1.3205   0.00737   0.00317  -0.1903   0.4397   1.0000
   4.400   1.3397   0.00753   0.00329  -0.1898   0.4304   1.0000
   4.600   1.3592   0.00769   0.00341  -0.1893   0.4222   1.0000
   4.800   1.3779   0.00787   0.00354  -0.1887   0.4130   1.0000
   5.000   1.3972   0.00802   0.00366  -0.1882   0.4052   1.0000
   5.400   1.4334   0.00836   0.00393  -0.1868   0.3881   1.0000
   5.600   1.4498   0.00857   0.00409  -0.1858   0.3790   1.0000
   5.800   1.4673   0.00873   0.00423  -0.1849   0.3713   1.0000
   6.000   1.4834   0.00894   0.00440  -0.1838   0.3629   1.0000
   6.200   1.5003   0.00912   0.00455  -0.1829   0.3552   1.0000
   6.400   1.5159   0.00935   0.00474  -0.1817   0.3465   1.0000
   6.600   1.5323   0.00955   0.00491  -0.1807   0.3385   1.0000
   6.800   1.5481   0.00978   0.00511  -0.1796   0.3305   1.0000
   7.000   1.5639   0.00999   0.00530  -0.1785   0.3228   1.0000
   7.200   1.5792   0.01024   0.00551  -0.1773   0.3153   1.0000
   7.400   1.5942   0.01049   0.00574  -0.1761   0.3064   1.0000
   7.600   1.6095   0.01075   0.00596  -0.1750   0.2988   1.0000
   7.800   1.6237   0.01104   0.00622  -0.1736   0.2901   1.0000
   8.000   1.6382   0.01131   0.00647  -0.1724   0.2823   1.0000
   8.200   1.6513   0.01166   0.00677  -0.1709   0.2730   1.0000
   8.400   1.6664   0.01192   0.00703  -0.1698   0.2663   1.0000
   8.600   1.6786   0.01230   0.00736  -0.1682   0.2575   1.0000
   8.800   1.6923   0.01263   0.00767  -0.1669   0.2496   1.0000
   9.000   1.7041   0.01305   0.00805  -0.1652   0.2401   1.0000
   9.200   1.7168   0.01342   0.00841  -0.1638   0.2325   1.0000
   9.400   1.7286   0.01385   0.00880  -0.1622   0.2246   1.0000
   9.600   1.7394   0.01434   0.00925  -0.1605   0.2152   1.0000
   9.800   1.7513   0.01477   0.00967  -0.1591   0.2080   1.0000
  10.000   1.7611   0.01533   0.01019  -0.1573   0.1989   1.0000
  10.200   1.7713   0.01587   0.01070  -0.1556   0.1902   1.0000
  10.400   1.7809   0.01647   0.01126  -0.1539   0.1818   1.0000
  10.600   1.7905   0.01707   0.01184  -0.1522   0.1741   1.0000
  10.800   1.7999   0.01770   0.01245  -0.1506   0.1661   1.0000
  11.000   1.8076   0.01844   0.01315  -0.1487   0.1580   1.0000
  11.200   1.8166   0.01913   0.01383  -0.1471   0.1500   1.0000
  11.400   1.8230   0.01999   0.01465  -0.1452   0.1414   1.0000
  11.600   1.8312   0.02077   0.01540  -0.1435   0.1342   1.0000
  11.800   1.8378   0.02166   0.01627  -0.1418   0.1266   1.0000
  12.000   1.8458   0.02249   0.01709  -0.1402   0.1209   1.0000
  12.200   1.8522   0.02345   0.01803  -0.1385   0.1142   1.0000
  12.400   1.8581   0.02447   0.01903  -0.1369   0.1074   1.0000
  12.600   1.8635   0.02555   0.02009  -0.1352   0.1002   1.0000
  12.800   1.8661   0.02687   0.02137  -0.1333   0.0917   1.0000
  13.000   1.8713   0.02803   0.02252  -0.1318   0.0856   1.0000
  13.200   1.8753   0.02932   0.02379  -0.1302   0.0795   1.0000
  13.400   1.8778   0.03077   0.02521  -0.1285   0.0728   1.0000
  13.600   1.8825   0.03208   0.02652  -0.1271   0.0677   1.0000
  13.800   1.8845   0.03364   0.02807  -0.1256   0.0623   1.0000
  14.000   1.8895   0.03500   0.02944  -0.1244   0.0580   1.0000
  14.200   1.8894   0.03684   0.03126  -0.1229   0.0523   1.0000
  14.400   1.8950   0.03821   0.03265  -0.1219   0.0495   1.0000
  14.600   1.8964   0.04001   0.03445  -0.1206   0.0457   1.0000
  14.800   1.8994   0.04169   0.03614  -0.1196   0.0424   1.0000
  15.000   1.9014   0.04352   0.03798  -0.1186   0.0391   1.0000
  15.200   1.9028   0.04546   0.03994  -0.1176   0.0361   1.0000
  15.400   1.9048   0.04737   0.04187  -0.1167   0.0334   1.0000
  15.600   1.9049   0.04952   0.04404  -0.1158   0.0306   1.0000
  15.800   1.9062   0.05160   0.04615  -0.1151   0.0283   1.0000
  16.000   1.9055   0.05395   0.04851  -0.1144   0.0258   1.0000
  16.200   1.9067   0.05612   0.05073  -0.1138   0.0239   1.0000
  16.400   1.9045   0.05876   0.05338  -0.1132   0.0216   1.0000
  16.600   1.9052   0.06109   0.05575  -0.1128   0.0200   1.0000
  16.800   1.9036   0.06375   0.05845  -0.1124   0.0183   1.0000
  17.000   1.9017   0.06650   0.06123  -0.1121   0.0168   1.0000
  17.200   1.9008   0.06916   0.06393  -0.1119   0.0154   1.0000
  17.400   1.8972   0.07225   0.06706  -0.1118   0.0139   1.0000
  17.600   1.8959   0.07508   0.06995  -0.1118   0.0130   1.0000
  17.800   1.8925   0.07824   0.07315  -0.1119   0.0118   1.0000
  18.000   1.8895   0.08136   0.07632  -0.1121   0.0108   1.0000
  18.200   1.8862   0.08459   0.07961  -0.1124   0.0100   1.0000
  18.400   1.8814   0.08810   0.08317  -0.1127   0.0091   1.0000
  18.600   1.8785   0.09135   0.08648  -0.1132   0.0084   1.0000
  18.800   1.8744   0.09484   0.09002  -0.1137   0.0078   1.0000
  19.000   1.8691   0.09853   0.09377  -0.1144   0.0072   1.0000
  19.200   1.8642   0.10217   0.09747  -0.1152   0.0067   1.0000
  19.400   1.8604   0.10567   0.10104  -0.1160   0.0062   1.0000
  19.600   1.8549   0.10949   0.10492  -0.1169   0.0057   1.0000
  19.800   1.8488   0.11343   0.10892  -0.1180   0.0053   1.0000
  20.000   1.8443   0.11710   0.11265  -0.1191   0.0049   1.0000
  20.200   1.8391   0.12093   0.11655  -0.1204   0.0046   1.0000
  20.400   1.8331   0.12487   0.12055  -0.1217   0.0042   1.0000
  20.600   1.8273   0.12879   0.12454  -0.1231   0.0038   1.0000
  20.800   1.8214   0.13276   0.12857  -0.1247   0.0035   1.0000
  21.000   1.8158   0.13667   0.13254  -0.1262   0.0032   1.0000
  21.200   1.8110   0.14045   0.13639  -0.1278   0.0030   1.0000
  21.400   1.8043   0.14458   0.14058  -0.1297   0.0028   1.0000
  21.600   1.7991   0.14844   0.14450  -0.1315   0.0026   1.0000
  21.800   1.7943   0.15221   0.14834  -0.1334   0.0024   1.0000
  22.000   1.7886   0.15615   0.15235  -0.1354   0.0022   1.0000
  22.200   1.7827   0.16012   0.15637  -0.1375   0.0019   1.0000
  22.400   1.7777   0.16396   0.16028  -0.1396   0.0019   1.0000
  22.600   1.7710   0.16812   0.16450  -0.1419   0.0017   1.0000
  22.800   1.7663   0.17189   0.16833  -0.1441   0.0015   1.0000
  23.000   1.7609   0.17582   0.17233  -0.1465   0.0014   1.0000
  23.200   1.7574   0.17935   0.17591  -0.1487   0.0014   1.0000
  23.400   1.7504   0.18360   0.18024  -0.1513   0.0012   1.0000
  23.600   1.7441   0.18774   0.18443  -0.1540   0.0011   1.0000
  23.800   1.7383   0.19175   0.18851  -0.1567   0.0010   1.0000
  24.000   1.7330   0.19568   0.19250  -0.1594   0.0009   1.0000
  24.200   1.7288   0.19939   0.19627  -0.1619   0.0008   1.0000
  24.400   1.7215   0.20375   0.20069  -0.1650   0.0007   1.0000
  24.600   1.7188   0.20714   0.20413  -0.1674   0.0007   1.0000
  24.800   1.7096   0.21191   0.20898  -0.1709   0.0006   1.0000
  25.000   1.7029   0.21616   0.21329  -0.1741   0.0005   1.0000
  25.200   1.6991   0.21981   0.21700  -0.1769   0.0005   1.0000
  25.400   1.6930   0.22399   0.22124  -0.1800   0.0004   1.0000
  25.600   1.6878   0.22795   0.22527  -0.1831   0.0005   1.0000
  25.800   1.6828   0.23192   0.22930  -0.1862   0.0004   1.0000
  26.000   1.6768   0.23612   0.23356  -0.1895   0.0003   1.0000
  26.200   1.6721   0.24006   0.23756  -0.1926   0.0004   1.0000
  26.400   1.6651   0.24454   0.24210  -0.1962   0.0003   1.0000
  26.600   1.6596   0.24871   0.24634  -0.1996   0.0003   1.0000
  26.800   1.6564   0.25230   0.24998  -0.2026   0.0003   1.0000
  27.000   1.6496   0.25684   0.25458  -0.2062   0.0003   1.0000
  27.200   1.6439   0.26112   0.25891  -0.2098   0.0002   1.0000
  27.400   1.6365   0.26591   0.26377  -0.2137   0.0002   1.0000
  27.600   1.6333   0.26954   0.26745  -0.2167   0.0002   1.0000
  27.800   1.6179   0.27674   0.27475  -0.2224   0.0001   1.0000
  28.000   1.6209   0.27867   0.27670  -0.2243   0.0002   1.0000
  28.200   1.6086   0.28512   0.28324  -0.2294   0.0001   1.0000
  28.400   1.6084   0.28801   0.28616  -0.2320   0.0002   1.0000
  28.600   1.5991   0.29366   0.29189  -0.2366   0.0001   1.0000
  28.800   1.5968   0.29728   0.29555  -0.2397   0.0001   1.0000
  29.000   1.5917   0.30177   0.30010  -0.2434   0.0001   1.0000
  29.200   1.5890   0.30551   0.30388  -0.2465   0.0001   1.0000
  29.400   1.5850   0.30974   0.30817  -0.2501   0.0001   1.0000
  29.600   1.5822   0.31361   0.31208  -0.2533   0.0001   1.0000
  29.800   1.5804   0.31712   0.31562  -0.2563   0.0001   1.0000
  30.000   1.5760   0.32161   0.32017  -0.2600   0.0001   1.0000
