  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.600 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -0.400   0.8420   0.00624   0.00151  -0.1959   0.6320   0.3648
  -0.200   0.8646   0.00622   0.00154  -0.1961   0.6258   0.3968
   0.000   0.8863   0.00624   0.00158  -0.1960   0.6190   0.4281
   0.200   0.9087   0.00623   0.00162  -0.1961   0.6130   0.4566
   0.400   0.9305   0.00625   0.00167  -0.1960   0.6060   0.4859
   0.600   0.9523   0.00628   0.00172  -0.1960   0.5995   0.5132
   0.800   0.9743   0.00630   0.00177  -0.1960   0.5924   0.5406
   1.000   0.9955   0.00635   0.00184  -0.1958   0.5851   0.5676
   1.200   1.0176   0.00638   0.00189  -0.1958   0.5783   0.5934
   1.400   1.0384   0.00645   0.00197  -0.1955   0.5703   0.6198
   1.600   1.0603   0.00648   0.00204  -0.1955   0.5632   0.6459
   1.800   1.0811   0.00656   0.00212  -0.1953   0.5551   0.6724
   2.000   1.1026   0.00660   0.00220  -0.1952   0.5478   0.6986
   2.200   1.1230   0.00669   0.00229  -0.1948   0.5391   0.7257
   2.400   1.1443   0.00673   0.00238  -0.1947   0.5318   0.7550
   2.600   1.1641   0.00682   0.00249  -0.1943   0.5228   0.7862
   2.800   1.1847   0.00686   0.00258  -0.1939   0.5151   0.8241
   3.000   1.2028   0.00692   0.00270  -0.1931   0.5063   0.8713
   3.200   1.2163   0.00682   0.00275  -0.1911   0.4987   1.0000
   3.400   1.2361   0.00698   0.00285  -0.1907   0.4898   1.0000
   3.600   1.2566   0.00710   0.00294  -0.1905   0.4813   1.0000
   3.800   1.2762   0.00726   0.00305  -0.1900   0.4725   1.0000
   4.000   1.2961   0.00741   0.00315  -0.1896   0.4637   1.0000
   4.200   1.3156   0.00756   0.00327  -0.1892   0.4552   1.0000
   4.400   1.3347   0.00773   0.00339  -0.1886   0.4460   1.0000
   4.600   1.3540   0.00789   0.00351  -0.1882   0.4375   1.0000
   4.800   1.3723   0.00808   0.00365  -0.1875   0.4281   1.0000
   5.000   1.3914   0.00823   0.00378  -0.1870   0.4199   1.0000
   5.200   1.4085   0.00843   0.00393  -0.1860   0.4108   1.0000
   5.400   1.4266   0.00858   0.00406  -0.1853   0.4029   1.0000
   5.600   1.4429   0.00879   0.00422  -0.1842   0.3940   1.0000
   5.800   1.4601   0.00897   0.00437  -0.1834   0.3857   1.0000
   6.000   1.4762   0.00918   0.00454  -0.1823   0.3776   1.0000
   6.200   1.4928   0.00937   0.00471  -0.1813   0.3693   1.0000
   6.400   1.5089   0.00959   0.00489  -0.1802   0.3611   1.0000
   6.600   1.5249   0.00981   0.00509  -0.1791   0.3524   1.0000
   6.800   1.5407   0.01004   0.00528  -0.1780   0.3447   1.0000
   7.000   1.5558   0.01029   0.00550  -0.1768   0.3360   1.0000
   7.200   1.5718   0.01051   0.00571  -0.1758   0.3291   1.0000
   7.400   1.5865   0.01080   0.00595  -0.1745   0.3200   1.0000
   7.600   1.6019   0.01104   0.00618  -0.1734   0.3124   1.0000
   7.800   1.6157   0.01135   0.00645  -0.1720   0.3039   1.0000
   8.000   1.6308   0.01162   0.00670  -0.1709   0.2966   1.0000
   8.400   1.6583   0.01226   0.00729  -0.1682   0.2798   1.0000
   8.600   1.6704   0.01266   0.00764  -0.1666   0.2709   1.0000
   8.800   1.6847   0.01297   0.00795  -0.1654   0.2634   1.0000
   9.000   1.6964   0.01340   0.00834  -0.1638   0.2548   1.0000
   9.200   1.7086   0.01381   0.00872  -0.1623   0.2460   1.0000
   9.400   1.7208   0.01423   0.00912  -0.1608   0.2381   1.0000
   9.600   1.7310   0.01475   0.00960  -0.1591   0.2286   1.0000
   9.800   1.7435   0.01518   0.01002  -0.1577   0.2215   1.0000
  10.000   1.7528   0.01576   0.01056  -0.1559   0.2125   1.0000
  10.200   1.7641   0.01626   0.01105  -0.1544   0.2045   1.0000
  10.400   1.7731   0.01690   0.01165  -0.1526   0.1956   1.0000
  10.600   1.7822   0.01755   0.01227  -0.1509   0.1869   1.0000
  10.800   1.7919   0.01817   0.01288  -0.1493   0.1793   1.0000
  11.000   1.7995   0.01894   0.01361  -0.1474   0.1708   1.0000
  11.200   1.8086   0.01964   0.01430  -0.1459   0.1628   1.0000
  11.400   1.8153   0.02050   0.01512  -0.1440   0.1544   1.0000
  11.600   1.8229   0.02132   0.01592  -0.1424   0.1466   1.0000
  11.800   1.8299   0.02221   0.01679  -0.1407   0.1388   1.0000
  12.000   1.8357   0.02320   0.01775  -0.1389   0.1313   1.0000
  12.200   1.8430   0.02412   0.01866  -0.1373   0.1243   1.0000
  12.400   1.8482   0.02521   0.01973  -0.1356   0.1178   1.0000
  12.600   1.8560   0.02614   0.02066  -0.1343   0.1122   1.0000
  12.800   1.8587   0.02747   0.02196  -0.1324   0.1040   1.0000
  13.000   1.8643   0.02862   0.02310  -0.1310   0.0977   1.0000
  13.200   1.8682   0.02994   0.02440  -0.1294   0.0914   1.0000
  13.400   1.8705   0.03141   0.02585  -0.1277   0.0841   1.0000
  13.600   1.8741   0.03283   0.02725  -0.1263   0.0775   1.0000
  13.800   1.8763   0.03440   0.02881  -0.1248   0.0722   1.0000
  14.000   1.8803   0.03587   0.03028  -0.1236   0.0670   1.0000
  14.200   1.8803   0.03772   0.03212  -0.1221   0.0605   1.0000
  14.400   1.8844   0.03925   0.03366  -0.1210   0.0571   1.0000
  14.600   1.8852   0.04113   0.03554  -0.1198   0.0524   1.0000
  14.800   1.8885   0.04282   0.03724  -0.1188   0.0490   1.0000
  15.000   1.8894   0.04478   0.03922  -0.1178   0.0455   1.0000
  15.200   1.8922   0.04660   0.04105  -0.1169   0.0424   1.0000
  15.400   1.8923   0.04873   0.04320  -0.1160   0.0391   1.0000
  15.600   1.8934   0.05081   0.04530  -0.1152   0.0363   1.0000
  15.800   1.8944   0.05295   0.04747  -0.1145   0.0336   1.0000
  16.000   1.8929   0.05542   0.04996  -0.1138   0.0309   1.0000
  16.200   1.8947   0.05756   0.05214  -0.1133   0.0289   1.0000
  16.400   1.8931   0.06015   0.05475  -0.1128   0.0266   1.0000
  16.600   1.8925   0.06267   0.05731  -0.1124   0.0247   1.0000
  16.800   1.8915   0.06526   0.05994  -0.1121   0.0228   1.0000
  17.000   1.8888   0.06815   0.06286  -0.1118   0.0209   1.0000
  17.200   1.8877   0.07089   0.06565  -0.1117   0.0195   1.0000
  17.400   1.8842   0.07399   0.06879  -0.1116   0.0178   1.0000
  17.600   1.8825   0.07688   0.07173  -0.1117   0.0165   1.0000
  17.800   1.8790   0.08007   0.07496  -0.1118   0.0152   1.0000
  18.200   1.8722   0.08656   0.08157  -0.1123   0.0130   1.0000
  18.400   1.8674   0.09010   0.08516  -0.1128   0.0119   1.0000
  18.600   1.8619   0.09379   0.08890  -0.1133   0.0110   1.0000
  18.800   1.8586   0.09715   0.09232  -0.1139   0.0102   1.0000
  19.000   1.8537   0.10078   0.09601  -0.1146   0.0094   1.0000
  19.200   1.8469   0.10477   0.10006  -0.1155   0.0087   1.0000
  19.400   1.8429   0.10833   0.10369  -0.1164   0.0082   1.0000
  19.600   1.8380   0.11206   0.10748  -0.1174   0.0075   1.0000
  19.800   1.8309   0.11619   0.11167  -0.1186   0.0069   1.0000
  20.000   1.8261   0.11995   0.11549  -0.1198   0.0065   1.0000
  20.200   1.8218   0.12359   0.11921  -0.1210   0.0061   1.0000
  20.400   1.8155   0.12760   0.12328  -0.1224   0.0056   1.0000
  20.800   1.8042   0.13547   0.13127  -0.1255   0.0048   1.0000
  21.000   1.7988   0.13937   0.13524  -0.1271   0.0044   1.0000
  21.200   1.7926   0.14342   0.13936  -0.1289   0.0041   1.0000
  21.600   1.7822   0.15116   0.14722  -0.1326   0.0035   1.0000
  21.800   1.7765   0.15511   0.15124  -0.1346   0.0032   1.0000
  22.000   1.7714   0.15892   0.15511  -0.1366   0.0030   1.0000
  22.200   1.7641   0.16321   0.15946  -0.1389   0.0027   1.0000
  22.400   1.7594   0.16700   0.16332  -0.1410   0.0026   1.0000
  22.600   1.7550   0.17073   0.16711  -0.1432   0.0024   1.0000
  22.800   1.7486   0.17488   0.17133  -0.1457   0.0021   1.0000
  23.000   1.7444   0.17858   0.17509  -0.1479   0.0020   1.0000
  23.200   1.7387   0.18260   0.17917  -0.1504   0.0019   1.0000
  23.400   1.7325   0.18672   0.18336  -0.1531   0.0017   1.0000
  23.600   1.7275   0.19062   0.18731  -0.1557   0.0016   1.0000
  23.800   1.7226   0.19448   0.19124  -0.1583   0.0015   1.0000
  24.000   1.7172   0.19847   0.19529  -0.1610   0.0013   1.0000
  24.200   1.7112   0.20260   0.19948  -0.1639   0.0012   1.0000
  24.400   1.7051   0.20671   0.20365  -0.1668   0.0011   1.0000
  24.600   1.6993   0.21082   0.20783  -0.1698   0.0011   1.0000
  24.800   1.6945   0.21467   0.21174  -0.1727   0.0009   1.0000
  25.000   1.6882   0.21887   0.21601  -0.1758   0.0009   1.0000
  25.200   1.6850   0.22243   0.21964  -0.1786   0.0009   1.0000
  25.400   1.6783   0.22678   0.22404  -0.1819   0.0008   1.0000
  25.600   1.6742   0.23055   0.22788  -0.1848   0.0008   1.0000
  25.800   1.6667   0.23513   0.23252  -0.1884   0.0006   1.0000
  26.000   1.6587   0.23989   0.23735  -0.1922   0.0006   1.0000
  26.200   1.6547   0.24370   0.24121  -0.1952   0.0006   1.0000
  26.400   1.6443   0.24914   0.24673  -0.1995   0.0005   1.0000
  26.600   1.6408   0.25288   0.25052  -0.2026   0.0005   1.0000
  26.800   1.6349   0.25725   0.25496  -0.2061   0.0005   1.0000
  27.000   1.6313   0.26104   0.25880  -0.2092   0.0004   1.0000
  27.200   1.6258   0.26537   0.26320  -0.2128   0.0004   1.0000
  27.400   1.6220   0.26925   0.26713  -0.2160   0.0004   1.0000
  27.600   1.6163   0.27367   0.27161  -0.2197   0.0004   1.0000
  27.800   1.6108   0.27811   0.27611  -0.2233   0.0003   1.0000
  28.000   1.6071   0.28203   0.28010  -0.2266   0.0004   1.0000
  28.200   1.6023   0.28632   0.28443  -0.2302   0.0003   1.0000
  28.400   1.5987   0.29031   0.28848  -0.2336   0.0003   1.0000
  28.600   1.5937   0.29472   0.29294  -0.2372   0.0003   1.0000
  28.800   1.5913   0.29835   0.29662  -0.2403   0.0003   1.0000
  29.000   1.5853   0.30319   0.30151  -0.2443   0.0003   1.0000
  29.200   1.5841   0.30648   0.30484  -0.2471   0.0003   1.0000
  29.400   1.5777   0.31162   0.31004  -0.2513   0.0002   1.0000
  29.600   1.5756   0.31527   0.31373  -0.2544   0.0002   1.0000
  29.800   1.5708   0.31999   0.31850  -0.2582   0.0002   1.0000
  30.000   1.5699   0.32323   0.32177  -0.2610   0.0002   1.0000
