  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.400 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   3.800   1.2729   0.00742   0.00313  -0.1892   0.4845   1.0000
   4.200   1.3119   0.00773   0.00336  -0.1883   0.4670   1.0000
   4.400   1.3304   0.00792   0.00349  -0.1877   0.4577   1.0000
   4.600   1.3499   0.00806   0.00361  -0.1872   0.4492   1.0000
   4.800   1.3682   0.00825   0.00375  -0.1866   0.4401   1.0000
   5.000   1.3864   0.00842   0.00389  -0.1859   0.4311   1.0000
   5.200   1.4039   0.00860   0.00403  -0.1850   0.4229   1.0000
   5.400   1.4207   0.00879   0.00418  -0.1840   0.4140   1.0000
   5.600   1.4380   0.00896   0.00433  -0.1832   0.4060   1.0000
   5.800   1.4538   0.00919   0.00451  -0.1820   0.3967   1.0000
   6.000   1.4710   0.00937   0.00466  -0.1811   0.3891   1.0000
   6.400   1.5035   0.00979   0.00503  -0.1791   0.3723   1.0000
   6.600   1.5185   0.01006   0.00525  -0.1778   0.3635   1.0000
   6.800   1.5350   0.01026   0.00543  -0.1768   0.3557   1.0000
   7.000   1.5496   0.01054   0.00567  -0.1755   0.3469   1.0000
   7.200   1.5657   0.01076   0.00588  -0.1745   0.3392   1.0000
   7.400   1.5804   0.01105   0.00613  -0.1733   0.3310   1.0000
   7.600   1.5954   0.01131   0.00637  -0.1721   0.3228   1.0000
   7.800   1.6096   0.01161   0.00664  -0.1708   0.3150   1.0000
   8.000   1.6244   0.01189   0.00691  -0.1696   0.3071   1.0000
   8.200   1.6380   0.01223   0.00722  -0.1683   0.2987   1.0000
   8.400   1.6513   0.01257   0.00753  -0.1668   0.2901   1.0000
   8.600   1.6648   0.01292   0.00786  -0.1655   0.2819   1.0000
   8.800   1.6772   0.01332   0.00822  -0.1640   0.2735   1.0000
   9.000   1.6906   0.01367   0.00857  -0.1627   0.2663   1.0000
   9.400   1.7143   0.01455   0.00940  -0.1596   0.2488   1.0000
   9.600   1.7248   0.01507   0.00988  -0.1579   0.2400   1.0000
   9.800   1.7366   0.01554   0.01033  -0.1565   0.2319   1.0000
  10.000   1.7468   0.01609   0.01085  -0.1548   0.2236   1.0000
  10.200   1.7570   0.01666   0.01140  -0.1532   0.2150   1.0000
  10.400   1.7672   0.01724   0.01196  -0.1516   0.2070   1.0000
  10.600   1.7753   0.01796   0.01264  -0.1498   0.1975   1.0000
  10.800   1.7850   0.01859   0.01326  -0.1482   0.1894   1.0000
  11.000   1.7934   0.01932   0.01396  -0.1465   0.1814   1.0000
  11.200   1.8014   0.02010   0.01472  -0.1448   0.1731   1.0000
  11.400   1.8096   0.02088   0.01548  -0.1432   0.1650   1.0000
  11.600   1.8153   0.02184   0.01640  -0.1413   0.1564   1.0000
  11.800   1.8238   0.02265   0.01721  -0.1398   0.1491   1.0000
  12.000   1.8289   0.02371   0.01823  -0.1380   0.1405   1.0000
  12.200   1.8349   0.02473   0.01923  -0.1363   0.1327   1.0000
  12.400   1.8417   0.02571   0.02021  -0.1348   0.1268   1.0000
  12.600   1.8476   0.02679   0.02128  -0.1333   0.1204   1.0000
  12.800   1.8532   0.02793   0.02241  -0.1318   0.1139   1.0000
  13.000   1.8570   0.02923   0.02369  -0.1301   0.1069   1.0000
  13.200   1.8629   0.03041   0.02487  -0.1288   0.1011   1.0000
  13.400   1.8640   0.03200   0.02642  -0.1271   0.0932   1.0000
  13.600   1.8675   0.03344   0.02785  -0.1256   0.0863   1.0000
  13.800   1.8702   0.03498   0.02938  -0.1242   0.0805   1.0000
  14.000   1.8736   0.03651   0.03092  -0.1230   0.0752   1.0000
  14.200   1.8741   0.03834   0.03273  -0.1216   0.0683   1.0000
  14.400   1.8760   0.04008   0.03447  -0.1204   0.0637   1.0000
  14.600   1.8781   0.04186   0.03626  -0.1193   0.0592   1.0000
  14.800   1.8786   0.04384   0.03823  -0.1181   0.0542   1.0000
  15.000   1.8810   0.04568   0.04010  -0.1172   0.0510   1.0000
  15.200   1.8827   0.04763   0.04206  -0.1163   0.0475   1.0000
  15.400   1.8826   0.04980   0.04425  -0.1154   0.0438   1.0000
  15.600   1.8843   0.05185   0.04632  -0.1147   0.0411   1.0000
  15.800   1.8828   0.05430   0.04879  -0.1140   0.0377   1.0000
  16.000   1.8843   0.05644   0.05096  -0.1134   0.0353   1.0000
  16.200   1.8832   0.05895   0.05350  -0.1129   0.0327   1.0000
  16.400   1.8825   0.06145   0.05603  -0.1124   0.0304   1.0000
  16.600   1.8824   0.06392   0.05854  -0.1121   0.0284   1.0000
  16.800   1.8794   0.06681   0.06147  -0.1118   0.0262   1.0000
  17.000   1.8788   0.06944   0.06415  -0.1116   0.0245   1.0000
  17.200   1.8768   0.07232   0.06707  -0.1115   0.0227   1.0000
  17.400   1.8727   0.07553   0.07031  -0.1115   0.0209   1.0000
  17.600   1.8713   0.07841   0.07325  -0.1115   0.0196   1.0000
  17.800   1.8673   0.08167   0.07656  -0.1117   0.0181   1.0000
  18.000   1.8632   0.08503   0.07997  -0.1120   0.0168   1.0000
  18.200   1.8600   0.08830   0.08330  -0.1123   0.0156   1.0000
  18.400   1.8549   0.09190   0.08695  -0.1128   0.0144   1.0000
  18.600   1.8509   0.09537   0.09048  -0.1134   0.0134   1.0000
  18.800   1.8462   0.09896   0.09414  -0.1141   0.0125   1.0000
  19.000   1.8403   0.10278   0.09801  -0.1149   0.0116   1.0000
  19.200   1.8355   0.10647   0.10176  -0.1157   0.0107   1.0000
  19.400   1.8306   0.11019   0.10554  -0.1167   0.0100   1.0000
  19.600   1.8240   0.11421   0.10963  -0.1178   0.0093   1.0000
  19.800   1.8182   0.11812   0.11360  -0.1190   0.0086   1.0000
  20.000   1.8138   0.12181   0.11736  -0.1202   0.0080   1.0000
  20.200   1.8077   0.12580   0.12141  -0.1216   0.0075   1.0000
  20.400   1.8010   0.12990   0.12557  -0.1231   0.0069   1.0000
  20.600   1.7964   0.13364   0.12938  -0.1245   0.0065   1.0000
  20.800   1.7906   0.13763   0.13344  -0.1262   0.0060   1.0000
  21.000   1.7850   0.14157   0.13744  -0.1279   0.0055   1.0000
  21.200   1.7788   0.14561   0.14155  -0.1297   0.0051   1.0000
  21.400   1.7740   0.14945   0.14545  -0.1315   0.0049   1.0000
  21.600   1.7696   0.15315   0.14921  -0.1334   0.0045   1.0000
  21.800   1.7627   0.15734   0.15347  -0.1355   0.0041   1.0000
  22.000   1.7565   0.16140   0.15760  -0.1377   0.0038   1.0000
  22.200   1.7523   0.16511   0.16136  -0.1397   0.0035   1.0000
  22.400   1.7468   0.16906   0.16539  -0.1420   0.0033   1.0000
  22.600   1.7418   0.17295   0.16933  -0.1443   0.0030   1.0000
  22.800   1.7347   0.17723   0.17367  -0.1469   0.0027   1.0000
  23.000   1.7292   0.18121   0.17773  -0.1494   0.0026   1.0000
  23.200   1.7257   0.18480   0.18138  -0.1516   0.0025   1.0000
  23.400   1.7199   0.18888   0.18553  -0.1543   0.0023   1.0000
  23.600   1.7156   0.19266   0.18936  -0.1568   0.0021   1.0000
  23.800   1.7087   0.19697   0.19374  -0.1598   0.0019   1.0000
  24.000   1.7021   0.20125   0.19808  -0.1627   0.0017   1.0000
  24.200   1.6976   0.20506   0.20195  -0.1654   0.0016   1.0000
  24.400   1.6924   0.20902   0.20598  -0.1683   0.0015   1.0000
  24.600   1.6879   0.21285   0.20987  -0.1711   0.0015   1.0000
  24.800   1.6816   0.21708   0.21417  -0.1743   0.0013   1.0000
  25.000   1.6760   0.22116   0.21830  -0.1773   0.0012   1.0000
  25.200   1.6709   0.22521   0.22242  -0.1804   0.0012   1.0000
  25.400   1.6637   0.22970   0.22697  -0.1839   0.0010   1.0000
  25.600   1.6571   0.23412   0.23146  -0.1873   0.0010   1.0000
  25.800   1.6531   0.23795   0.23535  -0.1903   0.0009   1.0000
  26.000   1.6473   0.24220   0.23968  -0.1937   0.0008   1.0000
  26.200   1.6429   0.24616   0.24369  -0.1969   0.0008   1.0000
  26.400   1.6365   0.25065   0.24825  -0.2005   0.0007   1.0000
  26.600   1.6314   0.25483   0.25249  -0.2039   0.0007   1.0000
  26.800   1.6274   0.25871   0.25643  -0.2071   0.0007   1.0000
  27.000   1.6209   0.26335   0.26113  -0.2108   0.0006   1.0000
  27.200   1.6155   0.26767   0.26550  -0.2144   0.0006   1.0000
  27.400   1.6074   0.27284   0.27074  -0.2186   0.0005   1.0000
  27.600   1.6039   0.27671   0.27466  -0.2218   0.0005   1.0000
  27.800   1.5946   0.28241   0.28044  -0.2264   0.0004   1.0000
  28.000   1.5913   0.28629   0.28436  -0.2296   0.0005   1.0000
  28.200   1.5871   0.29053   0.28867  -0.2331   0.0004   1.0000
  28.400   1.5842   0.29436   0.29254  -0.2364   0.0004   1.0000
  28.600   1.5804   0.29852   0.29675  -0.2398   0.0004   1.0000
  28.800   1.5776   0.30240   0.30068  -0.2431   0.0004   1.0000
  29.000   1.5755   0.30601   0.30434  -0.2461   0.0004   1.0000
  29.200   1.5721   0.31016   0.30854  -0.2496   0.0004   1.0000
  29.400   1.5700   0.31387   0.31229  -0.2527   0.0003   1.0000
  29.600   1.5673   0.31785   0.31631  -0.2560   0.0003   1.0000
  29.800   1.5653   0.32157   0.32007  -0.2592   0.0003   1.0000
  30.000   1.5644   0.32485   0.32338  -0.2620   0.0003   1.0000
