  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     2.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  20.800   1.8270   0.13186   0.12768  -0.1244   0.0032   1.0000
  21.000   1.8211   0.13582   0.13170  -0.1259   0.0029   1.0000
  21.200   1.8150   0.13982   0.13577  -0.1277   0.0027   1.0000
  21.400   1.8096   0.14374   0.13974  -0.1294   0.0025   1.0000
  21.600   1.8059   0.14729   0.14336  -0.1310   0.0024   1.0000
  21.800   1.7994   0.15140   0.14753  -0.1330   0.0021   1.0000
  22.000   1.7937   0.15533   0.15153  -0.1350   0.0020   1.0000
  22.200   1.7870   0.15943   0.15568  -0.1372   0.0017   1.0000
  22.400   1.7819   0.16328   0.15960  -0.1393   0.0017   1.0000
  22.600   1.7779   0.16691   0.16329  -0.1413   0.0015   1.0000
  22.800   1.7709   0.17113   0.16757  -0.1437   0.0013   1.0000
  23.000   1.7656   0.17503   0.17154  -0.1461   0.0012   1.0000
  23.200   1.7617   0.17864   0.17520  -0.1483   0.0012   1.0000
  23.400   1.7545   0.18292   0.17955  -0.1510   0.0011   1.0000
  23.600   1.7501   0.18666   0.18334  -0.1534   0.0009   1.0000
  23.800   1.7441   0.19073   0.18748  -0.1561   0.0009   1.0000
  24.000   1.7391   0.19457   0.19138  -0.1587   0.0008   1.0000
  24.200   1.7331   0.19864   0.19551  -0.1615   0.0007   1.0000
  24.400   1.7254   0.20308   0.20002  -0.1646   0.0006   1.0000
  24.600   1.7229   0.20642   0.20342  -0.1670   0.0006   1.0000
  24.800   1.7133   0.21129   0.20835  -0.1705   0.0005   1.0000
  25.000   1.7095   0.21488   0.21200  -0.1732   0.0004   1.0000
  25.200   1.7037   0.21896   0.21615  -0.1763   0.0005   1.0000
  25.400   1.6998   0.22261   0.21985  -0.1791   0.0004   1.0000
  25.600   1.6939   0.22673   0.22404  -0.1823   0.0004   1.0000
  25.800   1.6889   0.23065   0.22802  -0.1853   0.0003   1.0000
  26.000   1.6813   0.23522   0.23265  -0.1889   0.0003   1.0000
  26.200   1.6781   0.23876   0.23625  -0.1917   0.0003   1.0000
  26.400   1.6686   0.24387   0.24142  -0.1958   0.0002   1.0000
  26.600   1.6646   0.24764   0.24525  -0.1988   0.0002   1.0000
  26.800   1.6603   0.25151   0.24918  -0.2020   0.0003   1.0000
  27.000   1.6547   0.25572   0.25344  -0.2054   0.0002   1.0000
  27.200   1.6461   0.26073   0.25853  -0.2095   0.0002   1.0000
  27.400   1.6376   0.26583   0.26369  -0.2136   0.0002   1.0000
  27.600   1.6348   0.26933   0.26725  -0.2166   0.0002   1.0000
  27.800   1.6250   0.27493   0.27292  -0.2211   0.0001   1.0000
  28.000   1.6213   0.27872   0.27676  -0.2243   0.0001   1.0000
  28.200   1.6159   0.28311   0.28122  -0.2280   0.0001   1.0000
  28.400   1.6121   0.28704   0.28519  -0.2313   0.0001   1.0000
  28.600   1.6068   0.29145   0.28967  -0.2350   0.0001   1.0000
  28.800   1.6031   0.29545   0.29371  -0.2384   0.0001   1.0000
  29.000   1.6002   0.29914   0.29745  -0.2415   0.0001   1.0000
  29.200   1.5948   0.30377   0.30214  -0.2453   0.0001   1.0000
  29.400   1.5922   0.30745   0.30585  -0.2485   0.0001   1.0000
  29.600   1.5871   0.31205   0.31051  -0.2523   0.0001   1.0000
  29.800   1.5850   0.31561   0.31411  -0.2554   0.0001   1.0000
  30.000   1.5808   0.31997   0.31853  -0.2589   0.0001   1.0000
