  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.700 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  18.200   1.7875   0.09878   0.09380  -0.1126   0.0323   1.0000
  18.400   1.7815   0.10262   0.09770  -0.1134   0.0305   1.0000
  18.600   1.7778   0.10613   0.10128  -0.1142   0.0286   1.0000
  18.800   1.7714   0.11011   0.10531  -0.1152   0.0269   1.0000
  19.000   1.7646   0.11418   0.10946  -0.1164   0.0254   1.0000
  19.200   1.7608   0.11779   0.11314  -0.1174   0.0239   1.0000
  19.400   1.7551   0.12169   0.11710  -0.1187   0.0225   1.0000
  19.600   1.7473   0.12600   0.12147  -0.1202   0.0212   1.0000
  19.800   1.7429   0.12974   0.12529  -0.1216   0.0201   1.0000
  20.000   1.7381   0.13356   0.12917  -0.1230   0.0189   1.0000
  20.200   1.7314   0.13772   0.13340  -0.1248   0.0179   1.0000
  20.400   1.7251   0.14186   0.13760  -0.1266   0.0169   1.0000
  20.600   1.7212   0.14553   0.14135  -0.1282   0.0159   1.0000
  20.800   1.7154   0.14958   0.14546  -0.1302   0.0150   1.0000
  21.000   1.7084   0.15384   0.14977  -0.1323   0.0141   1.0000
  21.200   1.7043   0.15758   0.15360  -0.1342   0.0134   1.0000
  21.400   1.6993   0.16150   0.15759  -0.1363   0.0126   1.0000
  21.600   1.6938   0.16551   0.16166  -0.1385   0.0119   1.0000
  21.800   1.6871   0.16979   0.16599  -0.1410   0.0112   1.0000
  22.000   1.6829   0.17360   0.16987  -0.1432   0.0106   1.0000
  22.200   1.6787   0.17740   0.17375  -0.1455   0.0099   1.0000
  22.400   1.6727   0.18158   0.17799  -0.1482   0.0094   1.0000
  22.600   1.6659   0.18596   0.18244  -0.1510   0.0089   1.0000
  22.800   1.6622   0.18971   0.18625  -0.1534   0.0083   1.0000
  23.000   1.6576   0.19366   0.19027  -0.1560   0.0079   1.0000
  23.200   1.6527   0.19765   0.19433  -0.1588   0.0075   1.0000
  23.400   1.6458   0.20211   0.19885  -0.1619   0.0071   1.0000
  23.600   1.6388   0.20664   0.20343  -0.1651   0.0067   1.0000
  23.800   1.6362   0.21015   0.20703  -0.1676   0.0063   1.0000
  24.000   1.6315   0.21416   0.21110  -0.1706   0.0059   1.0000
  24.200   1.6269   0.21816   0.21516  -0.1735   0.0056   1.0000
  24.400   1.6204   0.22264   0.21970  -0.1769   0.0053   1.0000
  24.600   1.6135   0.22725   0.22436  -0.1804   0.0050   1.0000
  24.800   1.6106   0.23095   0.22814  -0.1832   0.0048   1.0000
  25.000   1.6067   0.23488   0.23213  -0.1863   0.0044   1.0000
  25.200   1.6018   0.23910   0.23642  -0.1896   0.0043   1.0000
  25.400   1.5973   0.24324   0.24061  -0.1928   0.0040   1.0000
  25.600   1.5910   0.24788   0.24529  -0.1965   0.0039   1.0000
  25.800   1.5858   0.25225   0.24973  -0.2000   0.0036   1.0000
  26.000   1.5825   0.25615   0.25369  -0.2031   0.0034   1.0000
  26.200   1.5795   0.26001   0.25761  -0.2062   0.0032   1.0000
  26.400   1.5751   0.26426   0.26190  -0.2097   0.0030   1.0000
  26.600   1.5717   0.26826   0.26595  -0.2130   0.0029   1.0000
  26.800   1.5676   0.27248   0.27022  -0.2164   0.0028   1.0000
  27.000   1.5631   0.27687   0.27463  -0.2200   0.0026   1.0000
  27.200   1.5611   0.28059   0.27842  -0.2231   0.0025   1.0000
  27.400   1.5592   0.28422   0.28211  -0.2261   0.0023   1.0000
  27.600   1.5578   0.28769   0.28561  -0.2290   0.0022   1.0000
  27.800   1.5544   0.29197   0.28994  -0.2325   0.0020   1.0000
  28.000   1.5540   0.29510   0.29311  -0.2353   0.0020   1.0000
  28.200   1.5518   0.29892   0.29693  -0.2385   0.0018   1.0000
  28.400   1.5513   0.30213   0.30018  -0.2413   0.0018   1.0000
  28.600   1.5502   0.30560   0.30368  -0.2442   0.0016   1.0000
  28.800   1.5507   0.30852   0.30665  -0.2469   0.0016   1.0000
  29.000   1.5500   0.31182   0.31000  -0.2497   0.0015   1.0000
  29.200   1.5500   0.31493   0.31315  -0.2524   0.0015   1.0000
  29.400   1.5494   0.31824   0.31650  -0.2553   0.0014   1.0000
  29.600   1.5497   0.32122   0.31951  -0.2580   0.0013   1.0000
  29.800   1.5497   0.32429   0.32260  -0.2607   0.0012   1.0000
  30.000   1.5500   0.32720   0.32556  -0.2633   0.0012   1.0000
