  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   5.800   1.4247   0.01593   0.00905  -0.1770   0.5589   1.0000
   6.000   1.4430   0.01616   0.00926  -0.1764   0.5505   1.0000
   6.200   1.4596   0.01639   0.00948  -0.1754   0.5415   1.0000
   6.400   1.4757   0.01666   0.00974  -0.1743   0.5325   1.0000
   6.600   1.4934   0.01691   0.00995  -0.1735   0.5239   1.0000
   6.800   1.5071   0.01720   0.01028  -0.1720   0.5145   1.0000
   7.000   1.5254   0.01748   0.01049  -0.1714   0.5061   1.0000
   7.200   1.5368   0.01779   0.01086  -0.1695   0.4965   1.0000
   7.400   1.5527   0.01811   0.01114  -0.1685   0.4880   1.0000
   7.600   1.5642   0.01843   0.01149  -0.1666   0.4788   1.0000
   7.800   1.5771   0.01878   0.01183  -0.1650   0.4701   1.0000
   8.000   1.5890   0.01913   0.01218  -0.1633   0.4613   1.0000
   8.200   1.5996   0.01953   0.01260  -0.1613   0.4525   1.0000
   8.400   1.6125   0.01993   0.01295  -0.1598   0.4439   1.0000
   8.600   1.6209   0.02036   0.01346  -0.1576   0.4350   1.0000
   8.800   1.6341   0.02081   0.01384  -0.1562   0.4267   1.0000
   9.000   1.6409   0.02130   0.01442  -0.1538   0.4176   1.0000
   9.200   1.6523   0.02180   0.01488  -0.1521   0.4094   1.0000
   9.400   1.6593   0.02234   0.01549  -0.1499   0.4004   1.0000
   9.600   1.6689   0.02292   0.01606  -0.1480   0.3921   1.0000
   9.800   1.6762   0.02352   0.01670  -0.1459   0.3834   1.0000
  10.000   1.6842   0.02417   0.01737  -0.1440   0.3749   1.0000
  10.200   1.6916   0.02485   0.01806  -0.1420   0.3665   1.0000
  10.400   1.6981   0.02558   0.01885  -0.1400   0.3578   1.0000
  10.600   1.7052   0.02635   0.01960  -0.1381   0.3496   1.0000
  10.800   1.7104   0.02718   0.02052  -0.1360   0.3408   1.0000
  11.000   1.7173   0.02804   0.02131  -0.1342   0.3327   1.0000
  11.200   1.7209   0.02899   0.02239  -0.1321   0.3237   1.0000
  11.400   1.7266   0.02996   0.02333  -0.1303   0.3157   1.0000
  11.600   1.7300   0.03102   0.02448  -0.1283   0.3068   1.0000
  11.800   1.7343   0.03213   0.02559  -0.1265   0.2987   1.0000
  12.000   1.7372   0.03332   0.02683  -0.1246   0.2900   1.0000
  12.200   1.7404   0.03456   0.02811  -0.1229   0.2816   1.0000
  12.400   1.7425   0.03591   0.02947  -0.1211   0.2732   1.0000
  12.600   1.7449   0.03729   0.03093  -0.1195   0.2646   1.0000
  12.800   1.7464   0.03879   0.03239  -0.1179   0.2567   1.0000
  13.000   1.7479   0.04033   0.03404  -0.1164   0.2479   1.0000
  13.200   1.7486   0.04200   0.03568  -0.1148   0.2402   1.0000
  13.400   1.7494   0.04372   0.03751  -0.1135   0.2315   1.0000
  13.600   1.7496   0.04555   0.03935  -0.1122   0.2238   1.0000
  13.800   1.7493   0.04748   0.04134  -0.1109   0.2156   1.0000
  14.000   1.7490   0.04948   0.04338  -0.1098   0.2078   1.0000
  14.200   1.7477   0.05164   0.04555  -0.1087   0.2001   1.0000
  14.400   1.7471   0.05380   0.04778  -0.1078   0.1925   1.0000
  14.600   1.7447   0.05618   0.05017  -0.1069   0.1853   1.0000
  14.800   1.7438   0.05850   0.05257  -0.1061   0.1779   1.0000
  15.000   1.7407   0.06109   0.05516  -0.1054   0.1712   1.0000
  15.400   1.7355   0.06642   0.06059  -0.1043   0.1577   1.0000
  15.600   1.7333   0.06913   0.06339  -0.1040   0.1511   1.0000
  15.800   1.7292   0.07210   0.06638  -0.1037   0.1449   1.0000
  16.000   1.7259   0.07505   0.06940  -0.1035   0.1388   1.0000
  16.200   1.7220   0.07817   0.07258  -0.1035   0.1329   1.0000
  16.400   1.7175   0.08135   0.07577  -0.1035   0.1275   1.0000
  16.600   1.7140   0.08455   0.07909  -0.1037   0.1217   1.0000
  16.800   1.7080   0.08801   0.08249  -0.1039   0.1168   1.0000
  17.000   1.7049   0.09127   0.08592  -0.1043   0.1115   1.0000
  17.200   1.6994   0.09483   0.08950  -0.1048   0.1068   1.0000
  17.400   1.6947   0.09827   0.09298  -0.1052   0.1022   1.0000
  17.600   1.6902   0.10184   0.09668  -0.1060   0.0975   1.0000
  17.800   1.6842   0.10553   0.10034  -0.1067   0.0934   1.0000
  18.000   1.6803   0.10906   0.10400  -0.1076   0.0890   1.0000
  18.200   1.6750   0.11282   0.10784  -0.1087   0.0850   1.0000
  18.400   1.6697   0.11637   0.11132  -0.1096   0.0811   1.0000
  18.600   1.6653   0.12015   0.11528  -0.1108   0.0774   1.0000
  18.800   1.6599   0.12401   0.11920  -0.1122   0.0738   1.0000
  19.000   1.6555   0.12749   0.12263  -0.1134   0.0703   1.0000
  19.200   1.6510   0.13135   0.12666  -0.1149   0.0670   1.0000
  19.400   1.6460   0.13520   0.13058  -0.1166   0.0639   1.0000
  19.600   1.6424   0.13856   0.13387  -0.1179   0.0607   1.0000
  19.800   1.6377   0.14251   0.13799  -0.1198   0.0578   1.0000
  20.000   1.6330   0.14637   0.14194  -0.1217   0.0551   1.0000
  20.200   1.6306   0.14945   0.14491  -0.1231   0.0522   1.0000
  20.400   1.6257   0.15353   0.14917  -0.1253   0.0499   1.0000
  20.600   1.6214   0.15738   0.15311  -0.1274   0.0474   1.0000
  20.800   1.6181   0.16089   0.15662  -0.1294   0.0451   1.0000
  21.000   1.6150   0.16440   0.16019  -0.1313   0.0429   1.0000
  21.200   1.6109   0.16830   0.16421  -0.1337   0.0407   1.0000
  21.400   1.6074   0.17202   0.16796  -0.1360   0.0388   1.0000
  21.600   1.6071   0.17473   0.17062  -0.1376   0.0367   1.0000
  21.800   1.6018   0.17903   0.17509  -0.1404   0.0350   1.0000
  22.000   1.5984   0.18278   0.17891  -0.1429   0.0332   1.0000
  22.200   1.5966   0.18607   0.18217  -0.1451   0.0316   1.0000
  22.400   1.5939   0.18953   0.18571  -0.1474   0.0299   1.0000
  22.600   1.5895   0.19363   0.18993  -0.1503   0.0285   1.0000
  22.800   1.5872   0.19716   0.19350  -0.1529   0.0270   1.0000
  23.000   1.5894   0.19920   0.19543  -0.1543   0.0254   1.0000
  23.200   1.5826   0.20400   0.20043  -0.1578   0.0245   1.0000
  23.400   1.5778   0.20828   0.20482  -0.1610   0.0233   1.0000
  23.600   1.5767   0.21154   0.20809  -0.1636   0.0221   1.0000
  23.800   1.5783   0.21379   0.21029  -0.1653   0.0208   1.0000
  24.000   1.5713   0.21873   0.21541  -0.1691   0.0200   1.0000
  24.200   1.5669   0.22299   0.21979  -0.1724   0.0192   1.0000
  24.400   1.5653   0.22645   0.22327  -0.1752   0.0182   1.0000
  24.600   1.5697   0.22787   0.22459  -0.1765   0.0170   1.0000
  24.800   1.5624   0.23309   0.23000  -0.1806   0.0166   1.0000
  25.000   1.5542   0.23858   0.23565  -0.1849   0.0160   1.0000
  25.200   1.5493   0.24316   0.24033  -0.1886   0.0154   1.0000
  25.400   1.5477   0.24669   0.24391  -0.1915   0.0148   1.0000
  25.600   1.5566   0.24658   0.24364  -0.1918   0.0138   1.0000
  25.800   1.5465   0.25287   0.25013  -0.1968   0.0136   1.0000
  26.000   1.5350   0.25982   0.25726  -0.2022   0.0134   1.0000
  26.200   1.5225   0.26726   0.26486  -0.2080   0.0133   1.0000
  26.400   1.5025   0.27789   0.27565  -0.2159   0.0134   1.0000
