  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 114  13.02%                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   1.000   0.9926   0.00659   0.00200  -0.1952   0.6009   0.6022
   1.200   1.0145   0.00661   0.00206  -0.1952   0.5938   0.6286
   1.400   1.0351   0.00668   0.00213  -0.1949   0.5863   0.6563
   1.600   1.0570   0.00670   0.00220  -0.1948   0.5795   0.6827
   2.000   1.0988   0.00681   0.00237  -0.1944   0.5644   0.7403
   2.200   1.1191   0.00688   0.00246  -0.1940   0.5563   0.7695
   2.400   1.1396   0.00693   0.00256  -0.1936   0.5488   0.8038
   2.600   1.1585   0.00698   0.00266  -0.1930   0.5403   0.8447
   2.800   1.1752   0.00697   0.00275  -0.1917   0.5332   0.9029
   3.000   1.1904   0.00696   0.00279  -0.1902   0.5246   1.0000
   3.200   1.2110   0.00709   0.00288  -0.1899   0.5167   1.0000
   3.400   1.2307   0.00725   0.00298  -0.1895   0.5077   1.0000
   3.600   1.2511   0.00737   0.00308  -0.1892   0.4994   1.0000
   3.800   1.2701   0.00755   0.00319  -0.1887   0.4905   1.0000
   4.000   1.2903   0.00767   0.00329  -0.1883   0.4819   1.0000
   4.200   1.3092   0.00785   0.00342  -0.1877   0.4733   1.0000
   4.400   1.3286   0.00800   0.00354  -0.1873   0.4642   1.0000
   4.600   1.3473   0.00818   0.00367  -0.1867   0.4558   1.0000
   4.800   1.3657   0.00836   0.00381  -0.1860   0.4463   1.0000
   5.000   1.3838   0.00853   0.00395  -0.1853   0.4379   1.0000
   5.200   1.4006   0.00872   0.00410  -0.1843   0.4289   1.0000
   5.400   1.4182   0.00889   0.00424  -0.1835   0.4207   1.0000
   5.800   1.4515   0.00928   0.00457  -0.1815   0.4036   1.0000
   6.000   1.4670   0.00952   0.00476  -0.1803   0.3948   1.0000
   6.200   1.4841   0.00970   0.00492  -0.1794   0.3867   1.0000
   6.400   1.4997   0.00995   0.00513  -0.1783   0.3783   1.0000
   6.600   1.5160   0.01016   0.00532  -0.1773   0.3700   1.0000
   6.800   1.5311   0.01041   0.00554  -0.1761   0.3619   1.0000
   7.000   1.5468   0.01066   0.00575  -0.1749   0.3530   1.0000
   7.200   1.5620   0.01092   0.00599  -0.1738   0.3451   1.0000
   7.400   1.5771   0.01118   0.00623  -0.1726   0.3369   1.0000
   7.600   1.5917   0.01146   0.00649  -0.1714   0.3290   1.0000
   7.800   1.6061   0.01176   0.00676  -0.1701   0.3208   1.0000
   8.000   1.6208   0.01205   0.00703  -0.1689   0.3132   1.0000
   8.200   1.6340   0.01240   0.00735  -0.1675   0.3044   1.0000
   8.400   1.6479   0.01273   0.00766  -0.1662   0.2964   1.0000
   8.800   1.6741   0.01346   0.00835  -0.1634   0.2799   1.0000
   9.200   1.6989   0.01429   0.00913  -0.1605   0.2634   1.0000
   9.400   1.7096   0.01479   0.00959  -0.1588   0.2546   1.0000
   9.600   1.7217   0.01524   0.01003  -0.1574   0.2464   1.0000
   9.800   1.7325   0.01575   0.01052  -0.1558   0.2381   1.0000
  10.000   1.7425   0.01632   0.01106  -0.1541   0.2292   1.0000
  10.200   1.7537   0.01685   0.01158  -0.1526   0.2213   1.0000
  10.600   1.7729   0.01811   0.01278  -0.1493   0.2043   1.0000
  10.800   1.7807   0.01885   0.01350  -0.1475   0.1954   1.0000
  11.000   1.7893   0.01958   0.01420  -0.1459   0.1868   1.0000
  11.200   1.7980   0.02032   0.01493  -0.1443   0.1793   1.0000
  11.400   1.8045   0.02123   0.01579  -0.1424   0.1702   1.0000
  11.600   1.8129   0.02202   0.01658  -0.1409   0.1628   1.0000
  11.800   1.8190   0.02299   0.01752  -0.1392   0.1546   1.0000
  12.000   1.8248   0.02400   0.01851  -0.1374   0.1457   1.0000
  12.200   1.8314   0.02500   0.01949  -0.1358   0.1383   1.0000
  12.400   1.8367   0.02610   0.02057  -0.1342   0.1313   1.0000
  12.600   1.8437   0.02711   0.02159  -0.1328   0.1254   1.0000
  12.800   1.8477   0.02837   0.02283  -0.1311   0.1180   1.0000
  13.000   1.8539   0.02950   0.02396  -0.1298   0.1122   1.0000
  13.200   1.8574   0.03087   0.02531  -0.1282   0.1056   1.0000
  13.400   1.8620   0.03218   0.02662  -0.1268   0.0990   1.0000
  13.600   1.8632   0.03383   0.02824  -0.1252   0.0913   1.0000
  13.800   1.8673   0.03526   0.02967  -0.1239   0.0856   1.0000
  14.000   1.8694   0.03692   0.03132  -0.1226   0.0800   1.0000
  14.200   1.8693   0.03881   0.03319  -0.1212   0.0727   1.0000
  14.400   1.8729   0.04041   0.03480  -0.1201   0.0682   1.0000
  14.600   1.8734   0.04235   0.03673  -0.1189   0.0632   1.0000
  14.800   1.8747   0.04426   0.03865  -0.1179   0.0580   1.0000
  15.000   1.8758   0.04624   0.04064  -0.1169   0.0541   1.0000
  15.200   1.8772   0.04823   0.04266  -0.1160   0.0505   1.0000
  15.400   1.8780   0.05032   0.04476  -0.1152   0.0469   1.0000
  15.600   1.8779   0.05258   0.04704  -0.1144   0.0436   1.0000
  15.800   1.8786   0.05479   0.04928  -0.1138   0.0406   1.0000
  16.000   1.8771   0.05730   0.05180  -0.1131   0.0374   1.0000
  16.200   1.8779   0.05959   0.05414  -0.1127   0.0351   1.0000
  16.400   1.8764   0.06220   0.05678  -0.1122   0.0326   1.0000
  16.600   1.8753   0.06481   0.05942  -0.1119   0.0303   1.0000
  16.800   1.8745   0.06744   0.06210  -0.1116   0.0284   1.0000
  17.000   1.8710   0.07047   0.06516  -0.1114   0.0263   1.0000
  17.200   1.8701   0.07320   0.06794  -0.1113   0.0245   1.0000
  17.400   1.8676   0.07621   0.07100  -0.1114   0.0228   1.0000
  17.600   1.8627   0.07958   0.07441  -0.1115   0.0211   1.0000
  17.800   1.8611   0.08254   0.07743  -0.1117   0.0198   1.0000
  18.000   1.8572   0.08588   0.08081  -0.1119   0.0184   1.0000
  18.200   1.8517   0.08950   0.08449  -0.1124   0.0170   1.0000
  18.400   1.8487   0.09279   0.08785  -0.1129   0.0159   1.0000
  18.600   1.8440   0.09637   0.09148  -0.1134   0.0148   1.0000
  18.800   1.8381   0.10017   0.09534  -0.1142   0.0137   1.0000
  19.000   1.8339   0.10373   0.09897  -0.1149   0.0129   1.0000
  19.200   1.8282   0.10756   0.10285  -0.1159   0.0119   1.0000
  19.400   1.8222   0.11147   0.10682  -0.1169   0.0111   1.0000
  19.600   1.8174   0.11522   0.11064  -0.1180   0.0104   1.0000
  19.800   1.8114   0.11918   0.11466  -0.1192   0.0096   1.0000
  20.000   1.8054   0.12312   0.11866  -0.1205   0.0089   1.0000
  20.200   1.8001   0.12696   0.12258  -0.1218   0.0084   1.0000
  20.400   1.7946   0.13088   0.12656  -0.1233   0.0078   1.0000
  20.600   1.7889   0.13482   0.13056  -0.1249   0.0073   1.0000
  20.800   1.7821   0.13898   0.13479  -0.1266   0.0067   1.0000
  21.000   1.7775   0.14276   0.13864  -0.1283   0.0063   1.0000
  21.200   1.7729   0.14652   0.14247  -0.1300   0.0059   1.0000
  21.400   1.7667   0.15061   0.14662  -0.1320   0.0055   1.0000
  21.800   1.7560   0.15840   0.15453  -0.1360   0.0047   1.0000
  22.000   1.7505   0.16236   0.15856  -0.1381   0.0044   1.0000
  22.200   1.7443   0.16646   0.16272  -0.1404   0.0040   1.0000
  22.400   1.7383   0.17051   0.16684  -0.1427   0.0037   1.0000
  22.600   1.7335   0.17436   0.17076  -0.1450   0.0035   1.0000
  22.800   1.7290   0.17815   0.17460  -0.1473   0.0031   1.0000
  23.000   1.7231   0.18223   0.17874  -0.1499   0.0030   1.0000
  23.200   1.7180   0.18614   0.18272  -0.1524   0.0028   1.0000
  23.400   1.7111   0.19044   0.18709  -0.1552   0.0026   1.0000
  23.600   1.7069   0.19423   0.19095  -0.1577   0.0024   1.0000
  23.800   1.7022   0.19809   0.19486  -0.1604   0.0022   1.0000
  24.000   1.6961   0.20226   0.19910  -0.1633   0.0020   1.0000
  24.200   1.6913   0.20615   0.20305  -0.1661   0.0019   1.0000
  24.400   1.6837   0.21067   0.20763  -0.1694   0.0017   1.0000
  24.600   1.6784   0.21469   0.21172  -0.1723   0.0017   1.0000
  24.800   1.6744   0.21845   0.21555  -0.1752   0.0015   1.0000
  25.000   1.6688   0.22256   0.21972  -0.1783   0.0014   1.0000
  25.200   1.6642   0.22648   0.22371  -0.1813   0.0014   1.0000
  25.400   1.6581   0.23078   0.22806  -0.1846   0.0013   1.0000
  25.600   1.6530   0.23484   0.23218  -0.1878   0.0012   1.0000
  25.800   1.6451   0.23963   0.23704  -0.1915   0.0011   1.0000
  26.000   1.6385   0.24412   0.24160  -0.1951   0.0010   1.0000
  26.200   1.6327   0.24850   0.24604  -0.1986   0.0010   1.0000
  26.400   1.6292   0.25225   0.24986  -0.2016   0.0008   1.0000
  26.600   1.6234   0.25664   0.25432  -0.2052   0.0008   1.0000
  26.800   1.6203   0.26036   0.25809  -0.2082   0.0008   1.0000
  27.000   1.6138   0.26501   0.26281  -0.2120   0.0008   1.0000
  27.200   1.6101   0.26891   0.26676  -0.2152   0.0007   1.0000
  27.400   1.6038   0.27361   0.27152  -0.2191   0.0007   1.0000
  27.600   1.6003   0.27746   0.27542  -0.2223   0.0007   1.0000
  27.800   1.5888   0.28383   0.28186  -0.2273   0.0005   1.0000
  28.000   1.5900   0.28639   0.28446  -0.2296   0.0006   1.0000
  28.200   1.5798   0.29254   0.29067  -0.2345   0.0005   1.0000
  28.400   1.5796   0.29554   0.29371  -0.2372   0.0005   1.0000
  28.600   1.5718   0.30109   0.29932  -0.2415   0.0005   1.0000
  28.800   1.5704   0.30455   0.30282  -0.2445   0.0005   1.0000
  29.000   1.5677   0.30846   0.30679  -0.2478   0.0004   1.0000
  29.200   1.5662   0.31196   0.31033  -0.2508   0.0004   1.0000
  29.400   1.5649   0.31546   0.31387  -0.2537   0.0004   1.0000
  29.600   1.5622   0.31947   0.31792  -0.2571   0.0004   1.0000
  29.800   1.5613   0.32279   0.32127  -0.2599   0.0004   1.0000
  30.000   1.5607   0.32600   0.32451  -0.2627   0.0004   1.0000
