  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.900 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2194   0.00827   0.00278  -0.0742   0.8766   0.0454
  -4.800  -0.1980   0.00810   0.00262  -0.0740   0.8667   0.0561
  -4.600  -0.1766   0.00796   0.00246  -0.0737   0.8570   0.0654
  -4.400  -0.1549   0.00784   0.00232  -0.0736   0.8474   0.0749
  -4.200  -0.1333   0.00772   0.00219  -0.0734   0.8384   0.0863
  -4.000  -0.1117   0.00760   0.00207  -0.0732   0.8294   0.0986
  -3.800  -0.0899   0.00746   0.00195  -0.0731   0.8208   0.1128
  -3.600  -0.0682   0.00735   0.00184  -0.0729   0.8124   0.1269
  -3.400  -0.0462   0.00723   0.00173  -0.0728   0.8039   0.1409
  -3.200  -0.0243   0.00712   0.00163  -0.0727   0.7960   0.1572
  -3.000  -0.0024   0.00701   0.00154  -0.0726   0.7878   0.1760
  -2.800   0.0196   0.00691   0.00147  -0.0725   0.7801   0.1941
  -2.600   0.0415   0.00681   0.00139  -0.0724   0.7722   0.2152
  -2.400   0.0636   0.00671   0.00133  -0.0723   0.7644   0.2383
  -2.200   0.0855   0.00663   0.00127  -0.0722   0.7568   0.2607
  -2.000   0.1077   0.00653   0.00122  -0.0722   0.7489   0.2838
  -1.800   0.1296   0.00645   0.00117  -0.0721   0.7412   0.3115
  -1.600   0.1517   0.00634   0.00114  -0.0720   0.7330   0.3416
  -1.400   0.1736   0.00626   0.00110  -0.0719   0.7253   0.3705
  -1.200   0.1956   0.00616   0.00108  -0.0718   0.7172   0.4048
  -1.000   0.2176   0.00606   0.00106  -0.0718   0.7097   0.4432
  -0.800   0.2395   0.00598   0.00105  -0.0717   0.7019   0.4805
  -0.600   0.2614   0.00587   0.00104  -0.0716   0.6943   0.5245
  -0.400   0.2830   0.00577   0.00104  -0.0714   0.6867   0.5707
  -0.200   0.3047   0.00565   0.00105  -0.0713   0.6789   0.6200
   0.200   0.3474   0.00544   0.00109  -0.0708   0.6634   0.7198
   0.400   0.3682   0.00535   0.00112  -0.0703   0.6558   0.7702
   0.600   0.3885   0.00525   0.00116  -0.0697   0.6476   0.8202
   0.800   0.4079   0.00518   0.00120  -0.0689   0.6400   0.8682
   1.000   0.4265   0.00512   0.00123  -0.0678   0.6317   0.9141
   1.200   0.4493   0.00510   0.00125  -0.0677   0.6235   0.9559
   1.400   0.4813   0.00514   0.00125  -0.0697   0.6142   0.9839
   1.600   0.5130   0.00517   0.00125  -0.0718   0.6042   1.0000
   1.800   0.5341   0.00524   0.00128  -0.0715   0.5953   1.0000
   2.000   0.5552   0.00532   0.00132  -0.0712   0.5857   1.0000
   2.200   0.5765   0.00539   0.00135  -0.0709   0.5752   1.0000
   2.400   0.5979   0.00547   0.00139  -0.0707   0.5648   1.0000
   2.600   0.6193   0.00556   0.00144  -0.0705   0.5534   1.0000
   2.800   0.6406   0.00565   0.00150  -0.0702   0.5411   1.0000
   3.000   0.6618   0.00576   0.00156  -0.0700   0.5278   1.0000
   3.200   0.6831   0.00587   0.00162  -0.0698   0.5130   1.0000
   3.400   0.7042   0.00600   0.00169  -0.0695   0.4958   1.0000
