  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.900 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   9.800   1.3330   0.01411   0.00843  -0.0578   0.0070   1.0000
  10.000   1.3492   0.01457   0.00889  -0.0570   0.0049   1.0000
  10.200   1.3653   0.01503   0.00937  -0.0561   0.0034   1.0000
  10.400   1.3801   0.01558   0.00993  -0.0550   0.0022   1.0000
  10.600   1.3964   0.01597   0.01036  -0.0542   0.0019   1.0000
  10.800   1.4115   0.01645   0.01086  -0.0532   0.0017   1.0000
  11.000   1.4257   0.01697   0.01142  -0.0520   0.0014   1.0000
  11.200   1.4383   0.01760   0.01212  -0.0506   0.0012   1.0000
  11.400   1.4535   0.01797   0.01251  -0.0497   0.0011   1.0000
  11.600   1.4670   0.01845   0.01303  -0.0485   0.0010   1.0000
  11.800   1.4786   0.01894   0.01356  -0.0469   0.0009   1.0000
  12.000   1.4883   0.01943   0.01409  -0.0450   0.0009   1.0000
  12.200   1.4963   0.02000   0.01470  -0.0429   0.0008   1.0000
  12.400   1.5032   0.02064   0.01541  -0.0408   0.0007   1.0000
  12.600   1.5103   0.02131   0.01613  -0.0388   0.0006   1.0000
  12.800   1.5156   0.02211   0.01700  -0.0366   0.0006   1.0000
  13.000   1.5220   0.02286   0.01782  -0.0348   0.0006   1.0000
  13.200   1.5191   0.02430   0.01940  -0.0320   0.0005   1.0000
  13.400   1.5214   0.02543   0.02061  -0.0300   0.0005   1.0000
  13.600   1.5196   0.02694   0.02224  -0.0279   0.0005   1.0000
  13.800   1.5188   0.02845   0.02385  -0.0261   0.0005   1.0000
  14.000   1.5162   0.03019   0.02570  -0.0245   0.0005   1.0000
  14.200   1.5140   0.03201   0.02763  -0.0231   0.0005   1.0000
  14.400   1.5199   0.03318   0.02883  -0.0224   0.0005   1.0000
  14.600   1.5073   0.03617   0.03199  -0.0211   0.0005   1.0000
  14.800   1.5100   0.03779   0.03367  -0.0206   0.0005   1.0000
  15.000   1.5069   0.04009   0.03606  -0.0201   0.0005   1.0000
  15.200   1.4938   0.04365   0.03976  -0.0200   0.0004   1.0000
  15.400   1.4885   0.04648   0.04269  -0.0201   0.0004   1.0000
  15.600   1.4806   0.04977   0.04609  -0.0205   0.0004   1.0000
  15.800   1.4696   0.05365   0.05009  -0.0213   0.0004   1.0000
  16.000   1.4622   0.05725   0.05378  -0.0223   0.0004   1.0000
  16.200   1.4537   0.06119   0.05782  -0.0236   0.0004   1.0000
  16.400   1.4435   0.06561   0.06234  -0.0253   0.0004   1.0000
  16.600   1.4294   0.07087   0.06771  -0.0276   0.0004   1.0000
  16.800   1.4161   0.07630   0.07325  -0.0302   0.0004   1.0000
  17.000   1.3964   0.08316   0.08025  -0.0337   0.0004   1.0000
  17.200   1.3807   0.08958   0.08678  -0.0371   0.0005   1.0000
  17.600   1.3566   0.10167   0.09906  -0.0437   0.0005   1.0000
  17.800   1.3274   0.11165   0.10918  -0.0494   0.0005   1.0000
  18.000   1.3023   0.12109   0.11876  -0.0548   0.0005   1.0000
  18.200   1.2897   0.12778   0.12553  -0.0586   0.0005   1.0000
  18.400   1.2782   0.13433   0.13215  -0.0624   0.0005   1.0000
  18.600   1.2682   0.14056   0.13844  -0.0660   0.0005   1.0000
  18.800   1.2479   0.14945   0.14742  -0.0713   0.0005   1.0000
  19.000   1.2365   0.15619   0.15423  -0.0754   0.0005   1.0000
  19.200   1.2271   0.16251   0.16061  -0.0792   0.0005   1.0000
  19.400   1.2181   0.16882   0.16697  -0.0830   0.0005   1.0000
  19.600   1.2020   0.17718   0.17542  -0.0882   0.0005   1.0000
  19.800   1.1954   0.18303   0.18130  -0.0919   0.0005   1.0000
  20.000   1.1875   0.18934   0.18767  -0.0958   0.0005   1.0000
  20.200   1.1769   0.19653   0.19492  -0.1003   0.0005   1.0000
  20.400   1.1726   0.20193   0.20035  -0.1037   0.0005   1.0000
  20.600   1.1673   0.20781   0.20628  -0.1074   0.0005   1.0000
  20.800   1.1630   0.21342   0.21193  -0.1110   0.0005   1.0000
  21.000   1.1591   0.21901   0.21755  -0.1145   0.0006   1.0000
  21.200   1.1545   0.22493   0.22352  -0.1182   0.0005   1.0000
  21.400   1.1541   0.22949   0.22811  -0.1211   0.0006   1.0000
  21.600   1.1489   0.23597   0.23464  -0.1251   0.0006   1.0000
  21.800   1.1497   0.24015   0.23884  -0.1278   0.0006   1.0000
  22.000   1.1496   0.24481   0.24353  -0.1307   0.0006   1.0000
  22.200   1.1462   0.25101   0.24979  -0.1344   0.0006   1.0000
  22.400   1.1453   0.25622   0.25503  -0.1375   0.0006   1.0000
  22.600   1.1450   0.26130   0.26015  -0.1406   0.0006   1.0000
