  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.400 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -0.200   0.3070   0.00537   0.00077  -0.0715   0.6445   0.4993
   0.000   0.3291   0.00527   0.00078  -0.0714   0.6369   0.5418
   0.200   0.3510   0.00521   0.00079  -0.0713   0.6288   0.5854
   0.400   0.3731   0.00511   0.00081  -0.0713   0.6208   0.6302
   0.600   0.3948   0.00504   0.00084  -0.0711   0.6126   0.6768
   0.800   0.4164   0.00496   0.00087  -0.0710   0.6039   0.7243
   1.000   0.4378   0.00489   0.00090  -0.0707   0.5955   0.7708
   1.200   0.4586   0.00483   0.00095  -0.0703   0.5866   0.8177
   1.400   0.4790   0.00475   0.00099  -0.0697   0.5776   0.8640
   1.600   0.4981   0.00471   0.00104  -0.0688   0.5684   0.9079
   1.800   0.5174   0.00470   0.00107  -0.0680   0.5583   0.9519
   2.000   0.5465   0.00473   0.00110  -0.0694   0.5468   0.9823
   2.200   0.5780   0.00480   0.00112  -0.0714   0.5341   1.0000
   2.400   0.5993   0.00489   0.00116  -0.0712   0.5211   1.0000
   2.600   0.6206   0.00499   0.00121  -0.0710   0.5077   1.0000
   2.800   0.6420   0.00510   0.00127  -0.0707   0.4935   1.0000
   3.000   0.6631   0.00523   0.00133  -0.0705   0.4753   1.0000
   3.200   0.6841   0.00538   0.00140  -0.0702   0.4555   1.0000
   3.400   0.7049   0.00556   0.00149  -0.0700   0.4324   1.0000
   3.600   0.7256   0.00576   0.00159  -0.0697   0.4068   1.0000
   3.800   0.7459   0.00600   0.00171  -0.0694   0.3784   1.0000
   4.000   0.7661   0.00625   0.00184  -0.0690   0.3498   1.0000
   4.200   0.7866   0.00647   0.00197  -0.0687   0.3270   1.0000
   4.400   0.8071   0.00670   0.00210  -0.0684   0.3053   1.0000
   4.600   0.8276   0.00694   0.00224  -0.0682   0.2825   1.0000
   4.800   0.8477   0.00721   0.00241  -0.0678   0.2578   1.0000
   5.000   0.8680   0.00745   0.00257  -0.0675   0.2378   1.0000
   5.200   0.8883   0.00769   0.00273  -0.0672   0.2193   1.0000
   5.400   0.9086   0.00795   0.00290  -0.0669   0.1998   1.0000
   5.600   0.9284   0.00823   0.00309  -0.0665   0.1800   1.0000
   5.800   0.9485   0.00849   0.00328  -0.0662   0.1642   1.0000
   6.000   0.9686   0.00875   0.00348  -0.0659   0.1484   1.0000
   6.200   0.9884   0.00902   0.00368  -0.0655   0.1325   1.0000
   6.400   1.0082   0.00930   0.00390  -0.0652   0.1185   1.0000
   6.600   1.0277   0.00961   0.00413  -0.0648   0.1040   1.0000
   6.800   1.0474   0.00988   0.00436  -0.0644   0.0928   1.0000
   7.000   1.0669   0.01018   0.00461  -0.0640   0.0822   1.0000
   7.200   1.0861   0.01049   0.00487  -0.0635   0.0714   1.0000
   7.400   1.1052   0.01081   0.00513  -0.0631   0.0626   1.0000
   7.600   1.1243   0.01112   0.00540  -0.0626   0.0541   1.0000
   7.800   1.1431   0.01144   0.00568  -0.0622   0.0457   1.0000
   8.000   1.1618   0.01178   0.00597  -0.0616   0.0396   1.0000
   8.200   1.1811   0.01205   0.00623  -0.0612   0.0355   1.0000
   8.400   1.1996   0.01238   0.00654  -0.0607   0.0311   1.0000
   8.600   1.2184   0.01268   0.00684  -0.0602   0.0274   1.0000
   8.800   1.2370   0.01299   0.00715  -0.0597   0.0245   1.0000
   9.000   1.2548   0.01337   0.00750  -0.0591   0.0206   1.0000
   9.200   1.2732   0.01367   0.00781  -0.0585   0.0186   1.0000
   9.400   1.2903   0.01407   0.00820  -0.0578   0.0157   1.0000
   9.600   1.3077   0.01445   0.00857  -0.0571   0.0132   1.0000
   9.800   1.3243   0.01487   0.00899  -0.0564   0.0108   1.0000
  10.000   1.3405   0.01532   0.00943  -0.0555   0.0083   1.0000
  10.200   1.3554   0.01585   0.00997  -0.0545   0.0058   1.0000
  10.400   1.3693   0.01646   0.01059  -0.0533   0.0038   1.0000
  10.600   1.3837   0.01698   0.01113  -0.0522   0.0030   1.0000
  10.800   1.3958   0.01768   0.01189  -0.0507   0.0022   1.0000
  11.000   1.4104   0.01813   0.01238  -0.0497   0.0021   1.0000
  11.200   1.4238   0.01864   0.01294  -0.0485   0.0019   1.0000
  11.400   1.4364   0.01915   0.01348  -0.0471   0.0017   1.0000
  11.600   1.4453   0.01974   0.01412  -0.0451   0.0015   1.0000
  11.800   1.4459   0.02081   0.01531  -0.0419   0.0012   1.0000
  12.000   1.4581   0.02117   0.01569  -0.0405   0.0013   1.0000
  12.200   1.4633   0.02198   0.01658  -0.0383   0.0011   1.0000
  12.400   1.4711   0.02266   0.01731  -0.0365   0.0011   1.0000
  12.600   1.4778   0.02342   0.01815  -0.0347   0.0010   1.0000
  12.800   1.4837   0.02426   0.01906  -0.0329   0.0010   1.0000
  13.000   1.4891   0.02518   0.02004  -0.0312   0.0010   1.0000
  13.200   1.4931   0.02624   0.02119  -0.0295   0.0009   1.0000
  13.400   1.4974   0.02732   0.02234  -0.0280   0.0009   1.0000
  13.600   1.5005   0.02855   0.02364  -0.0266   0.0008   1.0000
  13.800   1.5018   0.02999   0.02517  -0.0251   0.0008   1.0000
  14.000   1.5042   0.03139   0.02665  -0.0240   0.0008   1.0000
  14.200   1.5055   0.03296   0.02830  -0.0230   0.0008   1.0000
  14.400   1.5062   0.03467   0.03009  -0.0221   0.0008   1.0000
  14.600   1.5054   0.03659   0.03210  -0.0213   0.0008   1.0000
  14.800   1.5055   0.03850   0.03410  -0.0208   0.0008   1.0000
  15.000   1.5027   0.04081   0.03650  -0.0204   0.0008   1.0000
  15.200   1.4991   0.04332   0.03911  -0.0202   0.0007   1.0000
  15.400   1.4948   0.04601   0.04190  -0.0202   0.0007   1.0000
  15.600   1.4900   0.04889   0.04488  -0.0205   0.0007   1.0000
  15.800   1.4796   0.05262   0.04872  -0.0212   0.0007   1.0000
  16.000   1.4728   0.05605   0.05225  -0.0220   0.0007   1.0000
  16.200   1.4688   0.05924   0.05553  -0.0229   0.0007   1.0000
  16.400   1.4581   0.06359   0.06000  -0.0245   0.0007   1.0000
  16.600   1.4445   0.06861   0.06515  -0.0265   0.0007   1.0000
  16.800   1.4359   0.07306   0.06970  -0.0285   0.0007   1.0000
  17.000   1.4226   0.07852   0.07528  -0.0311   0.0007   1.0000
  17.200   1.4096   0.08417   0.08103  -0.0339   0.0007   1.0000
  17.400   1.3935   0.09063   0.08762  -0.0373   0.0007   1.0000
  17.600   1.3741   0.09807   0.09519  -0.0414   0.0007   1.0000
  17.800   1.3518   0.10632   0.10356  -0.0460   0.0007   1.0000
  18.000   1.3311   0.11453   0.11189  -0.0506   0.0007   1.0000
  18.200   1.3085   0.12333   0.12082  -0.0557   0.0007   1.0000
  18.400   1.2882   0.13177   0.12937  -0.0606   0.0007   1.0000
  18.600   1.2686   0.14022   0.13792  -0.0656   0.0008   1.0000
  18.800   1.2470   0.14935   0.14717  -0.0710   0.0008   1.0000
  19.000   1.2292   0.15769   0.15560  -0.0761   0.0008   1.0000
  19.200   1.2140   0.16554   0.16352  -0.0808   0.0008   1.0000
  19.400   1.2006   0.17307   0.17113  -0.0855   0.0008   1.0000
  19.600   1.1870   0.18088   0.17902  -0.0903   0.0008   1.0000
  19.800   1.1770   0.18778   0.18598  -0.0946   0.0008   1.0000
  20.000   1.1696   0.19402   0.19228  -0.0986   0.0008   1.0000
  20.200   1.1604   0.20096   0.19928  -0.1029   0.0008   1.0000
  20.400   1.1549   0.20691   0.20528  -0.1066   0.0008   1.0000
  20.600   1.1495   0.21298   0.21140  -0.1104   0.0009   1.0000
  20.800   1.1452   0.21882   0.21728  -0.1140   0.0009   1.0000
  21.000   1.1394   0.22537   0.22390  -0.1180   0.0009   1.0000
  21.200   1.1344   0.23180   0.23037  -0.1219   0.0009   1.0000
  21.400   1.1267   0.23965   0.23829  -0.1264   0.0009   1.0000
