  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.400   0.3717   0.00518   0.00090  -0.0711   0.6329   0.6777
   0.600   0.3932   0.00510   0.00093  -0.0708   0.6250   0.7267
   0.800   0.4143   0.00502   0.00097  -0.0705   0.6164   0.7743
   1.000   0.4351   0.00494   0.00101  -0.0701   0.6082   0.8218
   1.200   0.4550   0.00488   0.00105  -0.0694   0.5997   0.8683
   1.400   0.4738   0.00482   0.00109  -0.0684   0.5910   0.9140
   1.600   0.4947   0.00480   0.00112  -0.0678   0.5821   0.9557
   1.800   0.5255   0.00485   0.00113  -0.0696   0.5712   0.9842
   2.000   0.5561   0.00491   0.00115  -0.0715   0.5599   1.0000
   2.200   0.5775   0.00498   0.00119  -0.0712   0.5490   1.0000
   2.400   0.5988   0.00507   0.00123  -0.0710   0.5371   1.0000
   2.600   0.6202   0.00516   0.00128  -0.0708   0.5244   1.0000
   2.800   0.6415   0.00526   0.00134  -0.0706   0.5110   1.0000
   3.000   0.6628   0.00538   0.00140  -0.0703   0.4958   1.0000
   3.200   0.6838   0.00552   0.00146  -0.0701   0.4768   1.0000
   3.400   0.7048   0.00568   0.00154  -0.0698   0.4565   1.0000
   3.600   0.7255   0.00586   0.00164  -0.0696   0.4333   1.0000
   3.800   0.7460   0.00608   0.00175  -0.0692   0.4069   1.0000
   4.000   0.7661   0.00633   0.00188  -0.0689   0.3771   1.0000
   4.200   0.7863   0.00659   0.00202  -0.0685   0.3497   1.0000
   4.400   0.8068   0.00682   0.00215  -0.0682   0.3273   1.0000
   4.600   0.8270   0.00707   0.00230  -0.0679   0.3044   1.0000
   4.800   0.8470   0.00734   0.00247  -0.0676   0.2786   1.0000
   5.000   0.8672   0.00760   0.00264  -0.0672   0.2557   1.0000
   5.200   0.8873   0.00786   0.00281  -0.0669   0.2355   1.0000
   5.400   0.9075   0.00812   0.00299  -0.0666   0.2165   1.0000
   5.600   0.9273   0.00840   0.00318  -0.0662   0.1956   1.0000
   5.800   0.9471   0.00869   0.00339  -0.0659   0.1770   1.0000
   6.000   0.9670   0.00895   0.00359  -0.0655   0.1610   1.0000
   6.200   0.9867   0.00925   0.00381  -0.0651   0.1440   1.0000
   6.400   1.0062   0.00955   0.00403  -0.0647   0.1280   1.0000
   6.600   1.0255   0.00987   0.00428  -0.0643   0.1129   1.0000
   6.800   1.0448   0.01018   0.00452  -0.0639   0.0997   1.0000
   7.000   1.0643   0.01047   0.00478  -0.0635   0.0890   1.0000
   7.200   1.0837   0.01076   0.00504  -0.0631   0.0794   1.0000
   7.400   1.1029   0.01107   0.00531  -0.0626   0.0704   1.0000
   7.600   1.1214   0.01143   0.00561  -0.0621   0.0602   1.0000
   7.800   1.1400   0.01178   0.00590  -0.0616   0.0518   1.0000
   8.000   1.1592   0.01206   0.00617  -0.0611   0.0462   1.0000
   8.200   1.1773   0.01245   0.00650  -0.0605   0.0389   1.0000
   8.400   1.1963   0.01273   0.00678  -0.0601   0.0350   1.0000
   8.600   1.2142   0.01310   0.00713  -0.0595   0.0300   1.0000
   8.800   1.2328   0.01340   0.00744  -0.0590   0.0270   1.0000
   9.000   1.2509   0.01374   0.00777  -0.0584   0.0240   1.0000
   9.200   1.2681   0.01415   0.00816  -0.0577   0.0201   1.0000
   9.400   1.2861   0.01447   0.00850  -0.0571   0.0182   1.0000
   9.600   1.3025   0.01491   0.00892  -0.0563   0.0151   1.0000
   9.800   1.3195   0.01530   0.00932  -0.0556   0.0129   1.0000
  10.000   1.3350   0.01580   0.00979  -0.0546   0.0100   1.0000
  10.200   1.3504   0.01628   0.01029  -0.0537   0.0076   1.0000
  10.400   1.3640   0.01689   0.01091  -0.0525   0.0051   1.0000
  10.600   1.3769   0.01754   0.01157  -0.0512   0.0036   1.0000
  10.800   1.3900   0.01812   0.01220  -0.0499   0.0030   1.0000
  11.000   1.4011   0.01883   0.01296  -0.0483   0.0024   1.0000
  11.200   1.4118   0.01949   0.01370  -0.0466   0.0022   1.0000
  11.400   1.4230   0.01995   0.01420  -0.0450   0.0020   1.0000
  11.600   1.4321   0.02051   0.01481  -0.0431   0.0019   1.0000
  11.800   1.4406   0.02111   0.01547  -0.0411   0.0017   1.0000
  12.000   1.4487   0.02175   0.01617  -0.0392   0.0017   1.0000
  12.200   1.4550   0.02252   0.01699  -0.0372   0.0015   1.0000
  12.400   1.4558   0.02370   0.01827  -0.0347   0.0013   1.0000
  12.600   1.4527   0.02519   0.01990  -0.0319   0.0012   1.0000
  12.800   1.4588   0.02609   0.02088  -0.0304   0.0012   1.0000
  13.000   1.4630   0.02717   0.02204  -0.0288   0.0011   1.0000
  13.200   1.4687   0.02818   0.02311  -0.0275   0.0011   1.0000
  13.400   1.4723   0.02940   0.02441  -0.0262   0.0011   1.0000
  13.600   1.4747   0.03078   0.02588  -0.0249   0.0010   1.0000
  13.800   1.4744   0.03247   0.02766  -0.0237   0.0010   1.0000
  14.000   1.4759   0.03407   0.02934  -0.0227   0.0010   1.0000
  14.200   1.4755   0.03592   0.03129  -0.0219   0.0010   1.0000
  14.400   1.4743   0.03794   0.03340  -0.0212   0.0010   1.0000
  14.600   1.4722   0.04015   0.03571  -0.0208   0.0010   1.0000
  14.800   1.4705   0.04243   0.03808  -0.0205   0.0010   1.0000
  15.000   1.4660   0.04511   0.04086  -0.0205   0.0010   1.0000
  15.200   1.4599   0.04811   0.04398  -0.0207   0.0009   1.0000
  15.400   1.4534   0.05132   0.04729  -0.0212   0.0009   1.0000
  15.600   1.4466   0.05469   0.05077  -0.0219   0.0009   1.0000
  15.800   1.4342   0.05905   0.05525  -0.0232   0.0009   1.0000
  16.000   1.4253   0.06313   0.05945  -0.0246   0.0009   1.0000
  16.200   1.4193   0.06692   0.06332  -0.0261   0.0009   1.0000
  16.400   1.4061   0.07208   0.06861  -0.0283   0.0009   1.0000
  16.600   1.3909   0.07790   0.07456  -0.0311   0.0009   1.0000
  16.800   1.3799   0.08316   0.07993  -0.0337   0.0009   1.0000
  17.000   1.3649   0.08942   0.08630  -0.0370   0.0009   1.0000
  17.200   1.3500   0.09591   0.09291  -0.0405   0.0009   1.0000
  17.400   1.3332   0.10300   0.10012  -0.0444   0.0009   1.0000
  17.600   1.3137   0.11085   0.10809  -0.0488   0.0009   1.0000
  17.800   1.2923   0.11936   0.11673  -0.0536   0.0009   1.0000
  18.000   1.2733   0.12750   0.12498  -0.0583   0.0009   1.0000
  18.200   1.2543   0.13578   0.13337  -0.0631   0.0009   1.0000
  18.400   1.2385   0.14346   0.14113  -0.0676   0.0010   1.0000
  18.600   1.2232   0.15114   0.14890  -0.0722   0.0010   1.0000
  18.800   1.2072   0.15909   0.15694  -0.0770   0.0010   1.0000
  19.000   1.1947   0.16633   0.16426  -0.0814   0.0010   1.0000
  19.200   1.1837   0.17332   0.17131  -0.0856   0.0010   1.0000
  19.400   1.1739   0.18012   0.17818  -0.0898   0.0010   1.0000
  19.600   1.1645   0.18693   0.18506  -0.0940   0.0010   1.0000
  19.800   1.1572   0.19318   0.19136  -0.0979   0.0010   1.0000
  20.000   1.1498   0.19968   0.19792  -0.1020   0.0010   1.0000
  20.200   1.1438   0.20580   0.20410  -0.1058   0.0010   1.0000
  20.400   1.1372   0.21237   0.21073  -0.1098   0.0011   1.0000
  20.600   1.1333   0.21814   0.21654  -0.1133   0.0011   1.0000
  20.800   1.1258   0.22550   0.22396  -0.1177   0.0011   1.0000
  21.000   1.1198   0.23248   0.23100  -0.1218   0.0011   1.0000
  21.600   1.0733   0.28274   0.28131  -0.1415   0.0032   1.0000
  21.800   1.0790   0.28569   0.28426  -0.1433   0.0031   1.0000
  22.000   1.0849   0.28862   0.28719  -0.1452   0.0030   1.0000
  22.200   1.0907   0.29146   0.29003  -0.1470   0.0029   1.0000
  22.400   1.0965   0.29422   0.29279  -0.1489   0.0028   1.0000
  22.600   1.1023   0.29689   0.29547  -0.1507   0.0027   1.0000
  22.800   1.1080   0.29950   0.29807  -0.1525   0.0027   1.0000
  23.000   1.1138   0.30200   0.30058  -0.1543   0.0026   1.0000
  23.200   1.1196   0.30453   0.30311  -0.1561   0.0026   1.0000
  23.400   1.1253   0.30688   0.30546  -0.1578   0.0025   1.0000
  23.600   1.1311   0.30922   0.30779  -0.1596   0.0025   1.0000
  23.800   1.1368   0.31160   0.31018  -0.1614   0.0024   1.0000
  24.000   1.1424   0.31372   0.31230  -0.1631   0.0024   1.0000
  24.200   1.1478   0.31583   0.31442  -0.1648   0.0024   1.0000
  24.400   1.1520   0.31954   0.31812  -0.1669   0.0023   1.0000
  24.600   1.1577   0.32219   0.32077  -0.1687   0.0023   1.0000
  24.800   1.1633   0.32491   0.32349  -0.1706   0.0023   1.0000
  25.000   1.1690   0.32755   0.32613  -0.1724   0.0023   1.0000
  25.200   1.1746   0.33020   0.32879  -0.1743   0.0022   1.0000
  25.400   1.1800   0.33269   0.33128  -0.1761   0.0022   1.0000
  25.600   1.1856   0.33534   0.33393  -0.1780   0.0022   1.0000
  25.800   1.1911   0.33787   0.33646  -0.1798   0.0022   1.0000
  26.000   1.1966   0.34030   0.33890  -0.1817   0.0022   1.0000
  26.200   1.2020   0.34288   0.34147  -0.1835   0.0022   1.0000
  26.400   1.2074   0.34538   0.34397  -0.1854   0.0022   1.0000
  26.600   1.2129   0.34797   0.34656  -0.1873   0.0022   1.0000
  26.800   1.2182   0.35046   0.34905  -0.1892   0.0022   1.0000
  27.000   1.2239   0.35317   0.35176  -0.1912   0.0022   1.0000
  27.200   1.2294   0.35575   0.35434  -0.1931   0.0021   1.0000
  27.400   1.2346   0.35813   0.35673  -0.1949   0.0021   1.0000
  27.600   1.2403   0.36080   0.35940  -0.1967   0.0020   1.0000
  27.800   1.2455   0.36311   0.36171  -0.1986   0.0020   1.0000
  28.000   1.2507   0.36548   0.36408  -0.2004   0.0019   1.0000
  28.200   1.2558   0.36776   0.36637  -0.2023   0.0019   1.0000
  28.400   1.2607   0.36994   0.36855  -0.2041   0.0018   1.0000
  28.600   1.2657   0.37215   0.37076  -0.2060   0.0017   1.0000
  28.800   1.2706   0.37430   0.37292  -0.2079   0.0017   1.0000
  29.000   1.2753   0.37645   0.37508  -0.2097   0.0016   1.0000
  29.200   1.2800   0.37854   0.37717  -0.2116   0.0016   1.0000
  29.400   1.2846   0.38063   0.37926  -0.2134   0.0016   1.0000
  29.600   1.2892   0.38269   0.38132  -0.2153   0.0015   1.0000
  29.800   1.2937   0.38472   0.38336  -0.2172   0.0015   1.0000
  30.000   1.2981   0.38670   0.38535  -0.2190   0.0015   1.0000
