  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.000   0.3594   0.00919   0.00378  -0.0794   0.8107   1.0000
   0.200   0.3780   0.00925   0.00376  -0.0786   0.8018   1.0000
   0.400   0.3970   0.00932   0.00376  -0.0779   0.7929   1.0000
   0.600   0.4172   0.00938   0.00372  -0.0773   0.7853   1.0000
   0.800   0.4364   0.00946   0.00376  -0.0766   0.7758   1.0000
   1.000   0.4567   0.00954   0.00377  -0.0760   0.7677   1.0000
   1.200   0.4769   0.00960   0.00378  -0.0755   0.7589   1.0000
   1.400   0.4970   0.00968   0.00382  -0.0749   0.7499   1.0000
   1.600   0.5181   0.00975   0.00381  -0.0745   0.7420   1.0000
   1.800   0.5381   0.00983   0.00387  -0.0739   0.7321   1.0000
   2.000   0.5587   0.00991   0.00393  -0.0735   0.7230   1.0000
   2.200   0.5798   0.00998   0.00394  -0.0730   0.7144   1.0000
   2.400   0.6001   0.01006   0.00401  -0.0725   0.7040   1.0000
   2.600   0.6208   0.01014   0.00407  -0.0720   0.6942   1.0000
   2.800   0.6418   0.01022   0.00409  -0.0716   0.6849   1.0000
   3.000   0.6623   0.01029   0.00418  -0.0711   0.6739   1.0000
   3.200   0.6828   0.01038   0.00426  -0.0706   0.6628   1.0000
   3.400   0.7034   0.01046   0.00433  -0.0701   0.6515   1.0000
   3.600   0.7240   0.01054   0.00439  -0.0696   0.6401   1.0000
   3.800   0.7445   0.01063   0.00447  -0.0690   0.6278   1.0000
   4.000   0.7648   0.01072   0.00455  -0.0685   0.6147   1.0000
   4.200   0.7850   0.01082   0.00464  -0.0679   0.6004   1.0000
   4.400   0.8049   0.01092   0.00475  -0.0673   0.5847   1.0000
   4.600   0.8246   0.01103   0.00486  -0.0667   0.5673   1.0000
   4.800   0.8442   0.01115   0.00499  -0.0660   0.5485   1.0000
   5.000   0.8634   0.01131   0.00510  -0.0653   0.5284   1.0000
   5.200   0.8822   0.01148   0.00525  -0.0645   0.5049   1.0000
   5.400   0.9007   0.01169   0.00541  -0.0637   0.4791   1.0000
   5.600   0.9186   0.01196   0.00560  -0.0628   0.4498   1.0000
   5.800   0.9357   0.01231   0.00585  -0.0619   0.4183   1.0000
   6.000   0.9525   0.01271   0.00613  -0.0609   0.3848   1.0000
   6.200   0.9687   0.01317   0.00647  -0.0599   0.3520   1.0000
   6.400   0.9844   0.01370   0.00685  -0.0589   0.3199   1.0000
   6.600   1.0000   0.01426   0.00728  -0.0579   0.2883   1.0000
   6.800   1.0154   0.01483   0.00773  -0.0569   0.2583   1.0000
   7.000   1.0306   0.01544   0.00823  -0.0559   0.2307   1.0000
   7.200   1.0453   0.01609   0.00879  -0.0548   0.2049   1.0000
   7.400   1.0597   0.01677   0.00936  -0.0537   0.1806   1.0000
   7.600   1.0742   0.01746   0.00997  -0.0526   0.1589   1.0000
   7.800   1.0878   0.01821   0.01063  -0.0515   0.1408   1.0000
   8.000   1.1008   0.01901   0.01134  -0.0502   0.1256   1.0000
   8.200   1.1141   0.01978   0.01206  -0.0490   0.1126   1.0000
   8.400   1.1279   0.02050   0.01281  -0.0478   0.1018   1.0000
   8.600   1.1405   0.02133   0.01364  -0.0464   0.0929   1.0000
   9.000   1.1654   0.02295   0.01533  -0.0438   0.0782   1.0000
   9.200   1.1745   0.02417   0.01646  -0.0422   0.0724   1.0000
   9.400   1.1881   0.02479   0.01724  -0.0409   0.0669   1.0000
   9.600   1.1972   0.02577   0.01819  -0.0393   0.0618   1.0000
   9.800   1.2073   0.02673   0.01927  -0.0377   0.0571   1.0000
  10.000   1.2161   0.02743   0.02003  -0.0360   0.0523   1.0000
  10.200   1.2226   0.02886   0.02143  -0.0342   0.0479   1.0000
  10.400   1.2312   0.02955   0.02230  -0.0326   0.0438   1.0000
  10.600   1.2370   0.03044   0.02321  -0.0309   0.0400   1.0000
  10.800   1.2420   0.03208   0.02492  -0.0292   0.0363   1.0000
  11.000   1.2477   0.03297   0.02596  -0.0276   0.0325   1.0000
  11.200   1.2495   0.03431   0.02728  -0.0261   0.0292   1.0000
  11.400   1.2527   0.03631   0.02942  -0.0245   0.0265   1.0000
  11.600   1.2560   0.03757   0.03086  -0.0232   0.0238   1.0000
  11.800   1.2579   0.03891   0.03223  -0.0222   0.0217   1.0000
  12.000   1.2553   0.04179   0.03517  -0.0208   0.0199   1.0000
  12.200   1.2578   0.04338   0.03696  -0.0199   0.0187   1.0000
  12.400   1.2586   0.04550   0.03926  -0.0191   0.0175   1.0000
  12.600   1.2587   0.04774   0.04165  -0.0184   0.0167   1.0000
  12.800   1.2579   0.05001   0.04404  -0.0179   0.0160   1.0000
  13.000   1.2564   0.05244   0.04658  -0.0176   0.0155   1.0000
  13.200   1.2534   0.05517   0.04941  -0.0175   0.0150   1.0000
  13.400   1.2488   0.05826   0.05263  -0.0175   0.0146   1.0000
  13.600   1.2408   0.06203   0.05657  -0.0177   0.0143   1.0000
  13.800   1.2276   0.06671   0.06147  -0.0183   0.0141   1.0000
  14.000   1.2175   0.07089   0.06584  -0.0194   0.0140   1.0000
  14.200   1.2046   0.07561   0.07075  -0.0208   0.0140   1.0000
  14.400   1.1913   0.08053   0.07586  -0.0228   0.0139   1.0000
  14.600   1.1784   0.08561   0.08112  -0.0251   0.0139   1.0000
  14.800   1.1680   0.09043   0.08610  -0.0276   0.0140   1.0000
  15.000   1.1523   0.09654   0.09237  -0.0310   0.0139   1.0000
  15.200   1.1403   0.10229   0.09828  -0.0344   0.0140   1.0000
  15.400   1.1277   0.10847   0.10460  -0.0383   0.0140   1.0000
  15.600   1.1153   0.11495   0.11123  -0.0425   0.0141   1.0000
  15.800   1.1013   0.12217   0.11859  -0.0472   0.0142   1.0000
  16.000   1.0868   0.13012   0.12670  -0.0526   0.0144   1.0000
  16.200   0.7625   0.18016   0.17736  -0.0776   0.0349   1.0000
  16.400   0.7615   0.18441   0.18161  -0.0794   0.0357   1.0000
  16.600   0.9475   0.19666   0.19336  -0.0890   0.0238   1.0000
  16.800   0.9480   0.20221   0.19888  -0.0917   0.0249   1.0000
  17.000   0.9513   0.20643   0.20309  -0.0935   0.0263   1.0000
