  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  11.200   1.2692   0.04842   0.04093  -0.0272   0.0500   1.0000
  11.400   1.2677   0.05203   0.04479  -0.0254   0.0479   1.0000
  11.600   1.2573   0.05427   0.04739  -0.0223   0.0469   1.0000
  11.800   1.2457   0.05676   0.05020  -0.0196   0.0460   1.0000
  12.000   1.2338   0.05950   0.05320  -0.0176   0.0452   1.0000
  12.200   1.2201   0.06241   0.05637  -0.0161   0.0444   1.0000
  12.400   1.2060   0.06554   0.05972  -0.0153   0.0437   1.0000
  12.600   1.1908   0.06904   0.06343  -0.0150   0.0433   1.0000
  12.800   1.1726   0.07327   0.06789  -0.0155   0.0436   1.0000
  13.000   1.1527   0.07799   0.07282  -0.0167   0.0440   1.0000
  13.200   1.1323   0.08315   0.07817  -0.0187   0.0445   1.0000
  13.400   1.1115   0.08895   0.08412  -0.0214   0.0455   1.0000
  13.600   1.0914   0.09506   0.09037  -0.0247   0.0463   1.0000
  13.800   1.0709   0.10170   0.09712  -0.0286   0.0470   1.0000
  14.000   1.0535   0.10840   0.10389  -0.0325   0.0477   1.0000
  14.200   1.0359   0.11571   0.11125  -0.0368   0.0483   1.0000
