  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   5.600   0.9266   0.00851   0.00324  -0.0660   0.2051   1.0000
   5.800   0.9463   0.00880   0.00345  -0.0657   0.1849   1.0000
   6.000   0.9660   0.00909   0.00366  -0.0653   0.1677   1.0000
   6.200   0.9856   0.00939   0.00389  -0.0649   0.1507   1.0000
   6.400   1.0051   0.00969   0.00411  -0.0645   0.1342   1.0000
   6.600   1.0245   0.01000   0.00435  -0.0641   0.1194   1.0000
   6.800   1.0438   0.01032   0.00461  -0.0636   0.1054   1.0000
   7.000   1.0630   0.01063   0.00488  -0.0632   0.0934   1.0000
   7.200   1.0821   0.01095   0.00515  -0.0627   0.0828   1.0000
   7.400   1.1009   0.01129   0.00544  -0.0622   0.0726   1.0000
   7.600   1.1200   0.01159   0.00571  -0.0618   0.0651   1.0000
   7.800   1.1387   0.01193   0.00601  -0.0613   0.0564   1.0000
   8.000   1.1570   0.01230   0.00633  -0.0607   0.0485   1.0000
   8.200   1.1758   0.01261   0.00662  -0.0602   0.0432   1.0000
   8.400   1.1939   0.01297   0.00695  -0.0597   0.0370   1.0000
   8.600   1.2122   0.01330   0.00728  -0.0591   0.0326   1.0000
   8.800   1.2300   0.01368   0.00764  -0.0585   0.0279   1.0000
   9.000   1.2485   0.01398   0.00795  -0.0580   0.0256   1.0000
   9.200   1.2656   0.01439   0.00834  -0.0572   0.0221   1.0000
   9.400   1.2831   0.01475   0.00871  -0.0566   0.0193   1.0000
   9.600   1.3001   0.01514   0.00909  -0.0559   0.0167   1.0000
   9.800   1.3161   0.01560   0.00955  -0.0550   0.0137   1.0000
  10.000   1.3323   0.01604   0.00999  -0.0542   0.0114   1.0000
  10.200   1.3472   0.01655   0.01050  -0.0532   0.0087   1.0000
  10.400   1.3605   0.01719   0.01114  -0.0519   0.0058   1.0000
  10.600   1.3727   0.01788   0.01185  -0.0505   0.0040   1.0000
  10.800   1.3857   0.01847   0.01249  -0.0492   0.0033   1.0000
  11.000   1.3980   0.01906   0.01312  -0.0478   0.0029   1.0000
  11.200   1.4066   0.01981   0.01394  -0.0458   0.0025   1.0000
  11.400   1.4139   0.02050   0.01471  -0.0436   0.0022   1.0000
  11.600   1.4231   0.02106   0.01532  -0.0417   0.0021   1.0000
  11.800   1.4316   0.02168   0.01600  -0.0399   0.0019   1.0000
  12.000   1.4391   0.02238   0.01676  -0.0379   0.0019   1.0000
  12.200   1.4467   0.02308   0.01752  -0.0362   0.0017   1.0000
  12.400   1.4530   0.02391   0.01840  -0.0344   0.0016   1.0000
  12.600   1.4581   0.02483   0.01940  -0.0326   0.0015   1.0000
  12.800   1.4615   0.02592   0.02058  -0.0307   0.0014   1.0000
  13.000   1.4652   0.02705   0.02179  -0.0291   0.0014   1.0000
  13.200   1.4496   0.02977   0.02472  -0.0261   0.0012   1.0000
  13.400   1.4530   0.03107   0.02610  -0.0250   0.0012   1.0000
  13.600   1.4561   0.03248   0.02758  -0.0239   0.0011   1.0000
  13.800   1.4550   0.03431   0.02952  -0.0228   0.0011   1.0000
  14.000   1.4568   0.03597   0.03125  -0.0221   0.0011   1.0000
  14.200   1.4557   0.03798   0.03336  -0.0214   0.0011   1.0000
  14.400   1.4525   0.04030   0.03579  -0.0210   0.0011   1.0000
  14.600   1.4512   0.04254   0.03812  -0.0207   0.0011   1.0000
  14.800   1.4479   0.04509   0.04076  -0.0207   0.0011   1.0000
  15.000   1.4421   0.04805   0.04383  -0.0209   0.0011   1.0000
  15.200   1.4368   0.05112   0.04701  -0.0213   0.0010   1.0000
  15.400   1.4297   0.05454   0.05054  -0.0221   0.0010   1.0000
  15.600   1.4217   0.05823   0.05434  -0.0231   0.0010   1.0000
  15.800   1.4093   0.06280   0.05905  -0.0247   0.0010   1.0000
  16.000   1.3996   0.06720   0.06356  -0.0264   0.0010   1.0000
  16.200   1.3915   0.07152   0.06797  -0.0282   0.0010   1.0000
  16.400   1.3784   0.07692   0.07350  -0.0308   0.0010   1.0000
  16.600   1.3630   0.08302   0.07973  -0.0338   0.0010   1.0000
  16.800   1.3506   0.08879   0.08560  -0.0368   0.0010   1.0000
  17.000   1.3349   0.09542   0.09235  -0.0404   0.0010   1.0000
  17.200   1.3193   0.10226   0.09931  -0.0441   0.0010   1.0000
  17.400   1.3019   0.10966   0.10682  -0.0482   0.0011   1.0000
  17.600   1.2828   0.11763   0.11491  -0.0527   0.0011   1.0000
  17.800   1.2636   0.12579   0.12319  -0.0574   0.0011   1.0000
  18.000   1.2470   0.13352   0.13103  -0.0618   0.0010   1.0000
  18.200   1.2297   0.14154   0.13915  -0.0665   0.0011   1.0000
  18.400   1.2155   0.14895   0.14664  -0.0709   0.0011   1.0000
  18.600   1.2017   0.15634   0.15411  -0.0753   0.0011   1.0000
  18.800   1.1883   0.16380   0.16166  -0.0798   0.0011   1.0000
  19.000   1.1775   0.17071   0.16863  -0.0840   0.0011   1.0000
  19.200   1.1684   0.17726   0.17525  -0.0881   0.0011   1.0000
  19.400   1.1595   0.18394   0.18199  -0.0922   0.0011   1.0000
  19.600   1.1509   0.19065   0.18877  -0.0963   0.0011   1.0000
  19.800   1.1448   0.19664   0.19481  -0.1000   0.0011   1.0000
  20.000   1.1374   0.20331   0.20154  -0.1041   0.0011   1.0000
  20.200   1.1307   0.20987   0.20816  -0.1081   0.0011   1.0000
  20.400   1.1243   0.21654   0.21490  -0.1122   0.0011   1.0000
  20.600   1.1157   0.22438   0.22279  -0.1168   0.0012   1.0000
  20.800   1.1098   0.23146   0.22994  -0.1208   0.0012   1.0000
  21.000   1.1121   0.23544   0.23393  -0.1233   0.0012   1.0000
  21.200   1.1050   0.24366   0.24221  -0.1277   0.0012   1.0000
  21.400   1.1037   0.24971   0.24829  -0.1310   0.0013   1.0000
